test_case,n,log_n,alpha,algorithm,search_worst,search_average,height_worst,height_average,insert_worst,insert_average,delete_worst,delete_average,insert_all_worst,insert_all_average,delete_all_worst,delete_all_average,height0_worst,height0_average
test_1_9.txt,511,9,0.5,Splay,53,21.1914,33,19.6999,53,24.8617,55,22.0193,47,20.9178,40,18.1429,22,16.4012
test_1_9.txt,511,9,0.6,BST,21,9.69569,21,16.3295,22,11.3964,21,10.9115,21,11.4012,17,9.06849,20,16.4716
test_1_9.txt,511,9,0.6,AVL,11,8.21649,10,9.93134,26,20.8839,21,17.8158,24,18.3268,20,14.8591,10,8.07241
test_1_9.txt,511,9,0.6,Treap,24,10.6305,25,18.3256,41,14.55,24,12.5936,30,13.0176,19,10.7084,17,14.6986
test_1_9.txt,511,9,0.6,Splay,59,21.2846,32,19.8699,49,24.9,51,22.1487,47,20.9178,41,18.0861,22,16.4012
test_1_9.txt,511,9,0.7,BST,21,9.65112,20,16.0644,21,11.3422,21,10.8253,21,11.4012,15,9.03522,20,16.4716
test_1_9.txt,511,9,0.7,AVL,11,8.17656,10,9.83865,26,20.8305,21,17.7758,24,18.3268,21,14.8787,10,8.07241
test_1_9.txt,511,9,0.7,Treap,24,10.6927,25,18.3062,39,14.6481,25,12.6742,30,13.0176,19,10.8787,17,14.6986
test_1_9.txt,511,9,0.7,Splay,49,21.2357,31,19.8332,55,24.8502,52,22.1099,47,20.9178,44,17.8571,22,16.4012
test_1_9.txt,511,9,0.8,BST,22,9.61138,21,15.727,22,11.3124,22,10.7878,21,11.4012,15,8.91585,20,16.4716
test_1_9.txt,511,9,0.8,AVL,11,8.21543,10,9.93973,26,20.8751,21,17.8196,24,18.3268,21,14.9785,10,8.07241
test_1_9.txt,511,9,0.8,Treap,25,10.9529,25,18.7214,43,14.9012,25,12.8583,30,13.0176,23,11.2094,17,14.6986
test_1_9.txt,511,9,0.8,Splay,51,21.2469,31,19.92,53,24.8839,54,22.1765,47,20.9178,41,17.8395,22,16.4012
test_1_9.txt,511,9,0.9,BST,20,9.37639,20,14.8638,21,11.1073,21,10.606,21,11.4012,15,8.70842,20,16.4716
test_1_9.txt,511,9,0.9,AVL,11,8.17547,10,9.93157,26,20.8753,21,17.8035,24,18.3268,21,14.9883,10,8.07241
test_1_9.txt,511,9,0.9,Treap,23,10.6699,27,18.601,45,14.5801,27,12.6257,30,13.0176,21,10.9237,17,14.6986
test_1_9.txt,511,9,0.9,Splay,53,21.4142,33,20.0541,55,24.908,58,22.1276,47,20.9178,42,18.0704,22,16.4012
test_1_10.txt,1023,10,0.1,BST,24,12.2451,23,20.7868,24,14.0606,24,13.5559,24,12.6774,21,11.4917,23,19.2659
test_1_10.txt,1023,10,0.1,AVL,12,9.21895,11,11,28,22.9791,23,19.8426,28,20.2962,22,16.9384,11,9.17009
test_1_10.txt,1023,10,0.1,Treap,26,12.8411,26,22.3317,47,16.8224,27,14.8449,33,14.7713,20,11.4663,23,17.3783
test_1_10.txt,1023,10,0.1,Splay,59,23.9658,35,22.607,61,27.5995,50,24.9365,51,23.741,56,20.7967,23,19.3412
test_1_10.txt,1023,10,0.2,BST,24,11.5297,24,20.4582,25,13.2447,24,12.7294,24,12.6774,19,10.4262,23,19.2659
test_1_10.txt,1023,10,0.2,AVL,12,9.22642,11,11,28,22.9138,23,19.8341,28,20.2962,22,16.9218,11,9.17009
test_1_10.txt,1023,10,0.2,Treap,26,12.1372,26,21.0864,40,16.1165,27,14.0673,33,14.7713,21,11.7859,23,17.3783
test_1_10.txt,1023,10,0.2,Splay,57,24.0411,35,22.5037,61,27.8113,56,24.7144,51,23.741,50,21.0577,23,19.3412
test_1_10.txt,1023,10,0.3,BST,25,11.2014,24,18.2735,25,12.9383,24,12.4075,24,12.6774,17,10.175,23,19.2659
test_1_10.txt,1023,10,0.3,AVL,12,9.22434,11,11,28,22.95,23,19.852,28,20.2962,23,16.9228,11,9.17009
test_1_10.txt,1023,10,0.3,Treap,25,11.9279,25,20.544,39,15.9095,26,13.8908,33,14.7713,25,12.2102,23,17.3783
test_1_10.txt,1023,10,0.3,Splay,61,24.0295,42,22.642,61,27.9254,55,24.7578,51,23.741,46,20.9746,23,19.3412
test_1_10.txt,1023,10,0.4,BST,23,11.0129,23,18.3005,24,12.7203,24,12.2077,24,12.6774,18,10.1769,23,19.2659
test_1_10.txt,1023,10,0.4,AVL,12,9.20846,11,11,28,22.9137,23,19.8261,28,20.2962,23,16.9668,11,9.17009
test_1_10.txt,1023,10,0.4,Treap,26,12.2873,28,21.5857,43,16.2808,28,14.2476,33,14.7713,22,11.9472,23,17.3783
test_1_10.txt,1023,10,0.4,Splay,59,23.9995,36,22.6758,59,27.8662,59,24.8904,51,23.741,49,21.2053,23,19.3412
test_1_10.txt,1023,10,0.5,BST,23,11.0302,23,18.8762,23,12.7255,23,12.2181,24,12.6774,18,10.3568,23,19.2659
test_1_10.txt,1023,10,0.5,AVL,12,9.2158,11,11,28,22.9275,23,19.8581,28,20.2962,23,16.9492,11,9.17009
test_1_10.txt,1023,10,0.5,Treap,26,12.0192,26,21.2819,43,15.9331,26,13.9883,33,14.7713,23,11.911,23,17.3783
test_1_10.txt,1023,10,0.5,Splay,61,24.1125,35,22.6757,61,27.7644,57,24.938,51,23.741,50,21.1681,23,19.3412
test_1_10.txt,1023,10,0.6,BST,24,10.942,24,18.3466,25,12.6514,23,12.1412,24,12.6774,19,10.3451,23,19.2659
test_1_10.txt,1023,10,0.6,AVL,12,9.21848,11,11,28,22.8952,23,19.835,28,20.2962,23,16.9238,11,9.17009
test_1_10.txt,1023,10,0.6,Treap,27,12.3394,27,21.3559,43,16.349,28,14.3722,33,14.7713,24,12.3558,23,17.3783
test_1_10.txt,1023,10,0.6,Splay,57,24.136,38,22.8185,59,27.7618,58,24.9667,51,23.741,49,20.9541,23,19.3412
test_1_10.txt,1023,10,0.7,BST,22,10.8297,24,17.7203,25,12.5556,25,12.0368,24,12.6774,19,10.0459,23,19.2659
test_1_10.txt,1023,10,0.7,AVL,12,9.20718,11,11,28,22.946,23,19.8483,28,20.2962,23,16.955,11,9.17009
test_1_10.txt,1023,10,0.7,Treap,26,12.2278,27,21.1309,50,16.2028,28,14.1394,33,14.7713,23,11.4565,23,17.3783
test_1_10.txt,1023,10,0.7,Splay,57,24.0899,39,22.8801,61,27.7336,62,24.9514,51,23.741,47,20.9922,23,19.3412
test_1_10.txt,1023,10,0.8,BST,25,11.0393,24,18.3897,25,12.7575,24,12.2318,24,12.6774,19,10.3822,23,19.2659
test_1_10.txt,1023,10,0.8,AVL,12,9.19225,11,11,28,22.9187,23,19.8295,28,20.2962,23,16.9423,11,9.17009
test_1_10.txt,1023,10,0.8,Treap,26,12.0726,27,20.9549,43,16.0464,28,14.0649,33,14.7713,20,11.5239,23,17.3783
test_1_10.txt,1023,10,0.8,Splay,55,24.0964,36,22.9175,61,27.7575,60,25.0062,51,23.741,53,20.9179,23,19.3412
test_1_10.txt,1023,10,0.9,BST,23,10.8625,23,17.637,24,12.5603,24,12.0457,24,12.6774,17,10.1838,23,19.2659
test_1_10.txt,1023,10,0.9,AVL,12,9.23379,11,11,28,22.9317,23,19.854,28,20.2962,23,16.9619,11,9.17009
test_1_10.txt,1023,10,0.9,Treap,26,12.1331,28,21.3594,45,16.1487,28,14.1472,33,14.7713,24,11.8935,23,17.3783
test_1_10.txt,1023,10,0.9,Splay,55,24.3682,36,23.0065,59,27.7294,58,25.0323,51,23.741,50,21.0938,23,19.3412
test_1_11.txt,2047,11,0.1,BST,27,12.9714,26,23.4614,27,14.7583,27,14.157,26,14.0254,22,11.8427,25,21.6199
test_1_11.txt,2047,11,0.1,AVL,13,10.2342,12,12,30,24.9844,25,21.871,30,22.2086,25,18.9707,12,10.3698
test_1_11.txt,2047,11,0.1,Treap,30,13.3329,29,23.4587,55,17.2768,29,15.3522,47,16.1343,27,14.3532,22,21.0733
test_1_11.txt,2047,11,0.1,Splay,69,26.8475,42,25.618,59,30.5975,60,27.9365,59,26.743,53,23.743,28,21.5467
test_1_11.txt,2047,11,0.2,BST,27,12.8189,26,22.8802,27,14.5256,27,13.9911,26,14.0254,24,11.9272,25,21.6199
test_1_11.txt,2047,11,0.2,AVL,13,10.2226,12,12,30,24.9597,25,21.8733,30,22.2086,25,18.9345,12,10.3698
test_1_11.txt,2047,11,0.2,Treap,28,13.2935,27,23.2559,42,17.2667,27,15.2439,47,16.1343,23,13.172,22,21.0733
test_1_11.txt,2047,11,0.2,Splay,71,26.9346,40,25.5676,59,30.7318,61,27.7342,59,26.743,56,23.7562,28,21.5467
test_1_11.txt,2047,11,0.3,BST,27,12.6494,26,22.0858,27,14.4142,27,13.8703,26,14.0254,21,11.7313,25,21.6199
test_1_11.txt,2047,11,0.3,AVL,13,10.2262,12,12,30,24.9491,25,21.8742,30,22.2086,25,18.9873,12,10.3698
test_1_11.txt,2047,11,0.3,Treap,30,13.3095,31,23.5334,43,17.3279,31,15.2956,47,16.1343,25,13.0122,22,21.0733
test_1_11.txt,2047,11,0.3,Splay,69,26.8757,39,25.6248,67,30.7804,66,27.7633,59,26.743,61,23.8481,28,21.5467
test_1_11.txt,2047,11,0.4,BST,26,12.5722,26,21.8476,27,14.3224,26,13.8091,26,14.0254,20,11.7992,25,21.6199
test_1_11.txt,2047,11,0.4,AVL,13,10.2226,12,12,30,24.9397,25,21.853,30,22.2086,25,19.0039,12,10.3698
test_1_11.txt,2047,11,0.4,Treap,32,13.43,32,24.2145,44,17.3932,31,15.4043,47,16.1343,25,13.2628,22,21.0733
test_1_11.txt,2047,11,0.4,Splay,67,26.8972,39,25.7043,65,30.7623,64,27.8661,59,26.743,56,23.8901,28,21.5467
test_1_11.txt,2047,11,0.5,BST,26,12.3786,26,21.6653,27,14.1451,26,13.6035,26,14.0254,21,11.5916,25,21.6199
test_1_11.txt,2047,11,0.5,AVL,13,10.2231,13,12.0088,30,24.9633,27,21.878,30,22.2086,25,18.9424,12,10.3698
test_1_11.txt,2047,11,0.5,Treap,30,13.8033,30,24.5242,49,17.7768,31,15.7857,47,16.1343,31,14.9072,22,21.0733
test_1_11.txt,2047,11,0.5,Splay,63,26.9761,38,25.7274,67,30.6559,72,27.884,59,26.743,54,23.8046,28,21.5467
test_1_11.txt,2047,11,0.6,BST,26,12.4607,27,21.5399,28,14.184,27,13.6545,26,14.0254,22,11.8349,25,21.6199
test_1_11.txt,2047,11,0.6,AVL,13,10.222,12,12,30,24.9682,25,21.8792,30,22.2086,25,18.9687,12,10.3698
test_1_11.txt,2047,11,0.6,Treap,33,13.549,34,23.8769,51,17.5456,34,15.5236,47,16.1343,25,12.9443,22,21.0733
test_1_11.txt,2047,11,0.6,Splay,71,26.9893,40,25.8054,67,30.7186,64,27.8675,59,26.743,58,23.7655,28,21.5467
test_1_11.txt,2047,11,0.7,BST,26,12.2889,26,20.3149,27,14.0143,25,13.4667,26,14.0254,20,11.5911,25,21.6199
test_1_11.txt,2047,11,0.7,AVL,13,10.2189,12,12,30,24.9685,25,21.8808,30,22.2086,25,18.9511,12,10.3698
test_1_11.txt,2047,11,0.7,Treap,32,13.3717,35,23.7335,48,17.3385,30,15.3672,47,16.1343,24,12.8666,22,21.0733
test_1_11.txt,2047,11,0.7,Splay,69,27.0135,42,25.8464,69,30.6792,66,27.9002,59,26.743,57,23.7382,28,21.5467
test_1_11.txt,2047,11,0.8,BST,27,12.4025,26,21.1794,27,14.1075,27,13.5694,26,14.0254,20,11.617,25,21.6199
test_1_11.txt,2047,11,0.8,AVL,13,10.2265,13,12.0036,30,24.9503,27,21.869,30,22.2086,25,18.9878,12,10.3698
test_1_11.txt,2047,11,0.8,Treap,32,13.6303,31,24.1473,50,17.6129,31,15.6252,47,16.1343,26,13.5476,22,21.0733
test_1_11.txt,2047,11,0.8,Splay,67,27.0468,40,25.9642,71,30.6834,66,27.9342,59,26.743,56,23.6444,28,21.5467
test_1_11.txt,2047,11,0.9,BST,24,12.4248,26,21.317,27,14.1671,27,13.6357,26,14.0254,21,11.5413,25,21.6199
test_1_11.txt,2047,11,0.9,AVL,13,10.219,12,12,30,24.9436,25,21.8648,30,22.2086,25,18.9321,12,10.3698
test_1_11.txt,2047,11,0.9,Treap,27,13.1901,33,23.4126,50,17.1306,32,15.1537,47,16.1343,29,13.3942,22,21.0733
test_1_11.txt,2047,11,0.9,Splay,65,27.0865,39,25.9873,69,30.679,65,27.9809,59,26.743,56,23.8368,28,21.5467
test_1_12.txt,4095,12,0.1,BST,30,14.5056,29,26.2525,30,16.3364,29,15.8108,28,15.3966,25,13.2613,27,23.8659
test_1_12.txt,4095,12,0.1,AVL,14,11.2455,13,13,32,27.0295,27,23.9336,32,24.2759,27,21.0173,13,11.5455
test_1_12.txt,4095,12,0.1,Treap,32,15.1345,33,26.8008,50,19.1112,34,17.1036,47,17.1177,30,14.5192,28,22.8908
test_1_12.txt,4095,12,0.1,Splay,73,29.7373,43,28.5416,73,33.6274,66,30.8178,61,29.675,62,26.7411,28,24.4877
test_1_12.txt,4095,12,0.2,BST,29,14.0855,28,25.2322,29,15.8576,28,15.3073,28,15.3966,24,13.2537,27,23.8659
test_1_12.txt,4095,12,0.2,AVL,14,11.2459,13,13,32,27.014,27,23.9153,32,24.2759,27,20.96,13,11.5455
test_1_12.txt,4095,12,0.2,Treap,37,14.9771,37,28.2383,49,18.9977,36,16.968,47,17.1177,28,14.517,28,22.8908
test_1_12.txt,4095,12,0.2,Splay,75,29.7852,43,28.5907,69,33.5867,72,30.6008,61,29.675,61,26.6733,28,24.4877
test_1_12.txt,4095,12,0.3,BST,30,14.005,29,24.8268,30,15.7828,29,15.243,28,15.3966,25,13.1426,27,23.8659
test_1_12.txt,4095,12,0.3,AVL,14,11.2389,14,13.0065,32,27.0113,28,23.9084,32,24.2759,27,20.9866,13,11.5455
test_1_12.txt,4095,12,0.3,Treap,34,14.6816,35,26.263,49,18.7076,33,16.6612,47,17.1177,28,14.5766,28,22.8908
test_1_12.txt,4095,12,0.3,Splay,73,29.7731,44,28.6867,75,33.6488,67,30.7414,61,29.675,59,26.7155,28,24.4877
test_1_12.txt,4095,12,0.4,BST,29,14.0013,28,24.6629,29,15.7702,28,15.2233,28,15.3966,23,13.0911,27,23.8659
test_1_12.txt,4095,12,0.4,AVL,15,11.2405,14,13.0124,32,27.0048,28,23.904,32,24.2759,27,20.9932,13,11.5455
test_1_12.txt,4095,12,0.4,Treap,32,15.1477,32,27.1055,49,19.1637,32,17.1541,47,17.1177,28,14.4996,28,22.8908
test_1_12.txt,4095,12,0.4,Splay,81,29.8206,44,28.7443,75,33.6392,69,30.7499,61,29.675,72,26.6723,28,24.4877
test_1_12.txt,4095,12,0.5,BST,29,13.954,29,25.2445,30,15.7173,28,15.1905,28,15.3966,25,13.0918,27,23.8659
test_1_12.txt,4095,12,0.5,AVL,14,11.2326,14,13.0113,32,26.9876,28,23.9076,32,24.2759,27,20.9634,13,11.5455
test_1_12.txt,4095,12,0.5,Treap,31,14.5796,32,25.819,56,18.5993,33,16.5808,47,17.1177,29,15.1856,28,22.8908
test_1_12.txt,4095,12,0.5,Splay,71,29.8567,47,28.8158,75,33.5741,69,30.7887,61,29.675,59,26.6298,28,24.4877
test_1_12.txt,4095,12,0.6,BST,30,13.9395,29,24.7088,30,15.6846,30,15.1585,28,15.3966,25,12.9883,27,23.8659
test_1_12.txt,4095,12,0.6,AVL,14,11.2287,14,13.0049,32,26.9858,29,23.9023,32,24.2759,27,21.0359,13,11.5455
test_1_12.txt,4095,12,0.6,Treap,31,15.1365,35,26.8599,51,19.1423,33,17.119,47,17.1177,27,14.6432,28,22.8908
test_1_12.txt,4095,12,0.6,Splay,71,29.9104,43,28.8664,79,33.5835,73,30.7649,61,29.675,57,26.8056,28,24.4877
test_1_12.txt,4095,12,0.7,BST,28,13.8074,28,24.4247,29,15.518,29,14.998,28,15.3966,25,12.9883,27,23.8659
test_1_12.txt,4095,12,0.7,AVL,15,11.2465,14,13.1074,34,27.0179,29,23.9262,32,24.2759,27,21.0129,13,11.5455
test_1_12.txt,4095,12,0.7,Treap,35,15.1483,36,27.2027,57,19.1528,35,17.1496,47,17.1177,34,15.927,28,22.8908
test_1_12.txt,4095,12,0.7,Splay,73,29.922,42,28.8548,85,33.5875,71,30.8043,61,29.675,61,26.7392,28,24.4877
test_1_12.txt,4095,12,0.8,BST,29,14.7478,28,25.0104,29,16.4654,29,15.9411,28,15.3966,23,13.9106,27,23.8659
test_1_12.txt,4095,12,0.8,AVL,14,11.2466,14,13.0244,34,26.9841,29,23.9027,32,24.2759,27,20.9668,13,11.5455
test_1_12.txt,4095,12,0.8,Treap,34,14.6822,34,26.2866,58,18.6868,36,16.6954,47,17.1177,27,14.1937,28,22.8908
test_1_12.txt,4095,12,0.8,Splay,69,29.9354,44,28.9083,73,33.5971,71,30.8274,61,29.675,59,26.5944,28,24.4877
test_1_12.txt,4095,12,0.9,BST,27,13.7098,29,24.1097,30,15.4376,30,14.9079,28,15.3966,25,12.9177,27,23.8659
test_1_12.txt,4095,12,0.9,AVL,14,11.2298,14,13.0028,32,26.9652,29,23.8892,32,24.2759,27,21.0112,13,11.5455
test_1_12.txt,4095,12,0.9,Treap,33,14.766,34,26.6972,56,18.7965,34,16.7896,47,17.1177,29,14.4339,28,22.8908
test_1_12.txt,4095,12,0.9,Splay,67,30.0112,45,28.9842,73,33.5702,74,30.8686,61,29.675,67,26.6422,28,24.4877
test_1_13.txt,8191,13,0.1,BST,32,16.1294,32,29.9058,33,17.9465,32,17.3731,31,16.7982,30,14.8323,30,26.4159
test_1_13.txt,8191,13,0.1,AVL,15,12.259,15,14.019,34,29.032,31,25.9462,34,26.2809,29,23.0139,14,12.6919
test_1_13.txt,8191,13,0.1,Treap,39,16.4566,39,29.9854,54,20.4499,39,18.4795,51,18.6195,33,17.3885,29,25.7461
test_1_13.txt,8191,13,0.1,Splay,81,32.6394,48,31.6111,77,36.5548,72,33.6694,67,32.642,63,29.6043,32,27.424
test_1_13.txt,8191,13,0.2,BST,31,15.6097,31,28.5186,32,17.3686,31,16.8245,31,16.7982,28,14.6334,30,26.4159
test_1_13.txt,8191,13,0.2,AVL,15,12.2577,15,14.0017,34,29.0266,29,25.9397,34,26.2809,29,22.9999,14,12.6919
test_1_13.txt,8191,13,0.2,Treap,34,15.8347,35,29.2666,52,19.839,34,17.866,51,18.6195,31,15.8924,29,25.7461
test_1_13.txt,8191,13,0.2,Splay,83,32.6723,49,31.6584,77,36.5376,72,33.6304,67,32.642,65,29.6554,32,27.424
test_1_13.txt,8191,13,0.3,BST,32,15.4471,31,27.597,32,17.213,31,16.6718,31,16.7982,28,14.5601,30,26.4159
test_1_13.txt,8191,13,0.3,AVL,15,12.2618,15,14.0054,34,29.0317,29,25.9238,34,26.2809,29,22.9998,14,12.6919
test_1_13.txt,8191,13,0.3,Treap,35,16.1421,36,29.4756,60,20.1307,37,18.1636,51,18.6195,31,15.9119,29,25.7461
test_1_13.txt,8191,13,0.3,Splay,81,32.6577,49,31.743,79,36.5395,81,33.6163,67,32.642,64,29.5936,32,27.424
test_1_13.txt,8191,13,0.4,BST,31,15.3537,31,27.4327,32,17.0777,31,16.5468,31,16.7982,26,14.5646,30,26.4159
test_1_13.txt,8191,13,0.4,AVL,16,12.2524,15,14.0363,35,29.0231,30,25.9337,34,26.2809,29,23.026,14,12.6919
test_1_13.txt,8191,13,0.4,Treap,34,15.8336,34,28.7385,58,19.8168,35,17.8133,51,18.6195,29,15.1804,29,25.7461
test_1_13.txt,8191,13,0.4,Splay,79,32.7267,46,31.746,77,36.5492,74,33.6146,67,32.642,70,29.6148,32,27.424
test_1_13.txt,8191,13,0.5,BST,32,15.2157,31,29.2863,32,16.9736,32,16.439,31,16.7982,28,14.5087,30,26.4159
test_1_13.txt,8191,13,0.5,AVL,16,12.2509,15,14.0397,36,29.0233,31,25.9278,34,26.2809,29,22.9996,14,12.6919
test_1_13.txt,8191,13,0.5,Treap,34,15.8815,35,29.0889,67,19.8815,35,17.9105,51,18.6195,30,15.7624,29,25.7461
test_1_13.txt,8191,13,0.5,Splay,79,32.7492,47,31.79,79,36.4725,75,33.6959,67,32.642,66,29.5617,32,27.424
test_1_13.txt,8191,13,0.6,BST,32,15.2769,33,28.3,34,17.0129,33,16.4748,31,16.7982,27,14.5324,30,26.4159
test_1_13.txt,8191,13,0.6,AVL,16,12.2545,15,14.0655,36,29.0279,31,25.9262,34,26.2809,29,22.9974,14,12.6919
test_1_13.txt,8191,13,0.6,Treap,36,16.1404,37,29.0038,54,20.1215,35,18.1166,51,18.6195,31,16.2326,29,25.7461
test_1_13.txt,8191,13,0.6,Splay,85,32.753,48,31.8902,81,36.5074,79,33.686,67,32.642,66,29.5861,32,27.424
test_1_13.txt,8191,13,0.7,BST,30,15.2259,31,27.4057,32,16.9683,32,16.4414,31,16.7982,27,14.4759,30,26.4159
test_1_13.txt,8191,13,0.7,AVL,16,12.2588,15,14.0509,36,29.011,31,25.9386,34,26.2809,29,23.0178,14,12.6919
test_1_13.txt,8191,13,0.7,Treap,37,16.198,38,29.5205,57,20.1817,39,18.1924,51,18.6195,30,15.6442,29,25.7461
test_1_13.txt,8191,13,0.7,Splay,77,32.7873,46,31.9493,87,36.4928,74,33.7307,67,32.642,67,29.5494,32,27.424
test_1_13.txt,8191,13,0.8,BST,31,16.2132,33,28.5214,34,17.9395,33,17.4103,31,16.7982,30,15.4407,30,26.4159
test_1_13.txt,8191,13,0.8,AVL,16,12.2501,15,14.139,36,29.0038,31,25.9177,34,26.2809,29,22.9705,14,12.6919
test_1_13.txt,8191,13,0.8,Treap,36,16.0394,35,29.4297,63,20.0546,37,18.0496,51,18.6195,30,16.2793,29,25.7461
test_1_13.txt,8191,13,0.8,Splay,83,32.7989,49,31.9812,81,36.485,90,33.7677,67,32.642,66,29.5296,32,27.424
test_1_13.txt,8191,13,0.9,BST,29,15.1841,31,27.0535,32,16.9324,31,16.4069,31,16.7982,26,14.4506,30,26.4159
test_1_13.txt,8191,13,0.9,AVL,16,12.251,15,14.0621,36,29.0029,31,25.9214,34,26.2809,29,23.0095,14,12.6919
test_1_13.txt,8191,13,0.9,Treap,33,16.0875,37,29.5407,55,20.0724,38,18.0778,51,18.6195,33,16.0836,29,25.7461
test_1_13.txt,8191,13,0.9,Splay,87,32.8527,49,32.094,81,36.4677,78,33.7753,67,32.642,70,29.4473,32,27.424
