test_case,n,log_n,alpha,algorithm,search_worst,search_average,height_worst,height_average,insert_worst,insert_average,delete_worst,delete_average,insert_all_worst,insert_all_average,delete_all_worst,delete_all_average,height0_worst,height0_average
test_1_6.txt,63,6,0.3,AVL,8,5.24981,7,6.02249,18,14.8007,15,11.7972,18,12.381,13,9.04762,6,4.66667
test_1_6.txt,63,6,0.3,Treap,14,6.36697,14,10.3421,23,10.0212,15,8.32981,17,7.79365,13,6.53968,10,6.49206
test_1_6.txt,63,6,0.3,Splay,33,12.6977,18,11.2066,35,16.3968,34,13.1605,23,12.3968,26,10,11,8.06349
test_1_6.txt,63,6,0.4,BST,13,5.91931,12,9.19286,13,7.58995,13,7.10582,13,7.47619,9,5.33333,12,8.55556
test_1_6.txt,63,6,0.4,AVL,7,5.2672,7,6.00556,18,14.8558,15,11.6878,18,12.381,13,9.15873,6,4.66667
test_1_6.txt,63,6,0.4,Treap,16,6.43298,18,10.6799,29,10.2249,19,8.32672,17,7.79365,11,6.26984,10,6.49206
test_1_6.txt,63,6,0.4,Splay,33,12.5159,20,11.2852,37,16.2222,30,13.2778,23,12.3968,19,9.68254,11,8.06349
test_1_6.txt,63,6,0.5,BST,14,6.07037,13,9.32196,14,7.77884,13,7.27407,13,7.47619,9,5.42857,12,8.55556
test_1_6.txt,63,6,0.5,AVL,7,5.24021,7,6.00794,18,14.8582,15,11.6529,18,12.381,13,9.19048,6,4.66667
test_1_6.txt,63,6,0.5,Treap,15,6.5381,17,10.1272,29,10.1185,19,8.45397,17,7.79365,13,6.46032,10,6.49206
test_1_6.txt,63,6,0.5,Splay,33,12.7725,18,11.4016,35,15.9481,33,13.2603,23,12.3968,21,10.4762,11,8.06349
test_1_6.txt,63,6,0.6,BST,14,6.0463,13,8.93677,14,7.59259,14,7.14903,13,7.47619,10,5.38095,12,8.55556
test_1_6.txt,63,6,0.6,AVL,7,5.23082,7,6.02328,18,14.7293,15,11.7654,18,12.381,13,9.11111,6,4.66667
test_1_6.txt,63,6,0.6,Treap,14,6.48479,16,10.2847,26,10.2081,16,8.28836,17,7.79365,11,6.96825,10,6.49206
test_1_6.txt,63,6,0.6,Splay,37,12.6389,18,11.3193,37,16.1534,32,13.3959,23,12.3968,22,9.95238,11,8.06349
test_1_6.txt,63,6,0.7,BST,12,6.02469,14,9.40582,15,7.58957,15,7.1353,13,7.47619,9,5.46032,12,8.55556
test_1_6.txt,63,6,0.7,AVL,7,5.2381,7,6.03042,18,14.8995,15,11.7513,18,12.381,13,9.03175,6,4.66667
test_1_6.txt,63,6,0.7,Treap,15,6.6746,15,10.3042,31,10.0272,16,8.28571,17,7.79365,12,6.28571,10,6.49206
test_1_6.txt,63,6,0.7,Splay,33,12.7108,19,11.405,35,16.0779,31,13.4346,23,12.3968,21,10.5397,11,8.06349
test_1_6.txt,63,6,0.8,BST,14,6.04894,16,9.23836,17,7.6045,15,7.10317,13,7.47619,10,5.52381,12,8.55556
test_1_6.txt,63,6,0.8,AVL,7,5.20635,7,6.01905,18,14.7612,15,11.7705,18,12.381,13,9.07936,6,4.66667
test_1_6.txt,63,6,0.8,Treap,16,6.73545,17,10.5873,28,10.3426,17,8.42262,17,7.79365,16,8.11111,10,6.49206
test_1_6.txt,63,6,0.8,Splay,29,12.6587,17,11.4079,35,16.1019,32,13.5225,23,12.3968,21,9.34921,11,8.06349
test_1_6.txt,63,6,0.9,BST,10,5.5873,14,8.64974,15,7.3639,14,6.88595,13,7.47619,8,5.31746,12,8.55556
test_1_6.txt,63,6,0.9,AVL,7,5.17196,7,6.01984,18,14.8054,15,11.6943,18,12.381,13,9.04762,6,4.66667
test_1_6.txt,63,6,0.9,Treap,13,6.59788,16,10.7111,28,10.3657,15,8.5338,17,7.79365,11,6.50794,10,6.49206
test_1_6.txt,63,6,0.9,Splay,31,13.2116,19,11.5159,35,16.057,32,13.2357,23,12.3968,24,10.4603,11,8.06349
test_1_7.txt,127,7,0.1,BST,16,7.71027,15,12.3345,16,9.53281,15,8.85827,16,8.52756,11,6.61417,15,11.0079
test_1_7.txt,127,7,0.1,AVL,9,6.21435,8,7.24344,20,16.7612,17,13.7717,20,14.3622,15,10.9291,8,5.77953
test_1_7.txt,127,7,0.1,Treap,16,7.86308,15,12.8713,25,11.8504,15,9.95276,22,9.24409,15,8.74803,12,8.7874
test_1_7.txt,127,7,0.1,Splay,41,15.3284,23,13.9735,37,18.9948,32,16.5512,31,15.252,29,12.0945,14,10.9213
test_1_7.txt,127,7,0.2,BST,18,7.29167,17,11.6176,18,8.88583,17,8.46982,16,8.52756,10,6.47244,15,11.0079
test_1_7.txt,127,7,0.2,AVL,9,6.21965,8,7.13648,22,16.9239,17,13.8097,20,14.3622,15,10.9134,8,5.77953
test_1_7.txt,127,7,0.2,Treap,16,7.97933,16,13.0446,29,11.6811,17,9.7874,22,9.24409,14,7.98425,12,8.7874
test_1_7.txt,127,7,0.2,Splay,41,15.3576,22,13.8278,41,19.0105,38,16.0945,31,15.252,24,12.4409,14,10.9213
test_1_7.txt,127,7,0.3,BST,15,7.14042,15,11.7123,16,8.8119,16,8.29834,16,8.52756,12,6.73228,15,11.0079
test_1_7.txt,127,7,0.3,AVL,9,6.19854,8,7.23924,22,16.8066,17,13.7288,20,14.3622,15,10.9843,8,5.77953
test_1_7.txt,127,7,0.3,Treap,19,8.3772,20,14.0194,34,12.2362,19,10.1697,22,9.24409,16,8.09449,12,8.7874
test_1_7.txt,127,7,0.3,Splay,37,15.3753,23,13.871,39,19.042,34,16.063,31,15.252,32,12.7874,14,10.9213
test_1_7.txt,127,7,0.4,BST,16,7.26684,16,11.7793,17,9.02493,16,8.5374,16,8.52756,13,6.77953,15,11.0079
test_1_7.txt,127,7,0.4,AVL,9,6.16317,8,7.09698,21,16.8064,17,13.7224,20,14.3622,15,11.0079,8,5.77953
test_1_7.txt,127,7,0.4,Treap,18,7.97397,18,13.1672,30,11.8766,19,9.92848,22,9.24409,16,8.97638,12,8.7874
test_1_7.txt,127,7,0.4,Splay,41,15.4843,24,14.1451,41,19.0827,43,16.3346,31,15.252,24,12.2362,14,10.9213
test_1_7.txt,127,7,0.5,BST,14,7.13963,15,11.6669,16,8.85984,15,8.32231,16,8.52756,13,6.51181,15,11.0079
test_1_7.txt,127,7,0.5,AVL,9,6.23911,8,7.24803,22,16.7932,17,13.7297,20,14.3622,15,10.9764,8,5.77953
test_1_7.txt,127,7,0.5,Treap,18,8.05853,19,13.5021,31,11.9486,19,10.0688,22,9.24409,14,8.02362,12,8.7874
test_1_7.txt,127,7,0.5,Splay,41,15.2966,24,13.9899,43,19.0283,36,16.2383,31,15.252,30,12.5039,14,10.9213
test_1_7.txt,127,7,0.6,BST,15,6.97638,15,11.1661,16,8.70779,16,8.14348,16,8.52756,12,6.38583,15,11.0079
test_1_7.txt,127,7,0.6,AVL,9,6.23524,8,7.33136,22,16.8902,17,13.7655,20,14.3622,15,11.0236,8,5.77953
test_1_7.txt,127,7,0.6,Treap,17,7.90617,18,12.978,28,11.6824,18,9.7944,22,9.24409,13,7.89764,12,8.7874
test_1_7.txt,127,7,0.6,Splay,45,15.4127,25,14.0144,45,18.8399,41,16.4169,31,15.252,33,12.3307,14,10.9213
test_1_7.txt,127,7,0.7,BST,14,7.00262,15,10.9902,16,8.72029,15,8.24185,16,8.52756,13,6.62992,15,11.0079
test_1_7.txt,127,7,0.7,AVL,9,6.25678,8,7.19265,22,16.9085,17,13.8103,20,14.3622,15,10.9528,8,5.77953
test_1_7.txt,127,7,0.7,Treap,17,8.31015,19,13.568,30,12.2778,19,10.2606,22,9.24409,18,8.17323,12,8.7874
test_1_7.txt,127,7,0.7,Splay,43,15.9624,24,14.0633,45,18.8905,36,16.2392,31,15.252,27,11.9134,14,10.9213
test_1_7.txt,127,7,0.8,BST,13,7.00328,17,10.6698,18,8.64173,16,8.07808,16,8.52756,10,6.29134,15,11.0079
test_1_7.txt,127,7,0.8,AVL,9,6.17192,8,7.1853,22,16.8297,17,13.7425,20,14.3622,15,10.9606,8,5.77953
test_1_7.txt,127,7,0.8,Treap,18,8.15945,18,13.1203,30,11.9816,18,9.97047,22,9.24409,15,7.91339,12,8.7874
test_1_7.txt,127,7,0.8,Splay,35,15.4108,23,14.207,43,19.1083,39,16.3573,31,15.252,31,12.2205,14,10.9213
test_1_7.txt,127,7,0.9,BST,16,7.20997,15,11.1794,16,8.81919,16,8.26888,16,8.52756,12,6.53543,15,11.0079
test_1_7.txt,127,7,0.9,AVL,9,6.27953,8,7.2357,22,16.8335,17,13.7696,20,14.3622,15,10.8031,8,5.77953
test_1_7.txt,127,7,0.9,Treap,17,7.99869,19,13.4268,33,11.9443,20,9.9653,22,9.24409,14,7.72441,12,8.7874
test_1_7.txt,127,7,0.9,Splay,35,15.7087,24,14.327,45,19.035,39,16.2464,31,15.252,31,12.4646,14,10.9213
test_1_8.txt,255,8,0.1,BST,18,8.65933,18,14.1732,19,10.4209,17,10.0092,18,9.94902,13,7.81961,17,13.7137
test_1_8.txt,255,8,0.1,AVL,10,7.16943,9,8.71307,24,18.7529,19,15.7007,22,16.4235,17,12.902,9,6.98824
test_1_8.txt,255,8,0.1,Treap,22,10.0226,21,16.6722,32,14.1595,22,12.1072,26,11.2549,18,10.0314,15,11.4706
test_1_8.txt,255,8,0.1,Splay,45,18.1954,26,16.7402,41,21.9359,38,18.7699,39,17.9569,36,14.9686,20,13.5569
test_1_8.txt,255,8,0.2,BST,18,8.50449,18,14.016,19,10.2379,17,9.66667,18,9.94902,14,7.87059,17,13.7137
test_1_8.txt,255,8,0.2,AVL,10,7.20899,9,8.74627,24,18.8758,19,15.8124,22,16.4235,17,12.9608,9,6.98824
test_1_8.txt,255,8,0.2,Treap,23,10.2121,22,17.3688,37,14.1516,23,12.1922,26,11.2549,17,9.51373,15,11.4706
test_1_8.txt,255,8,0.2,Splay,47,18.2647,26,16.6682,43,22.1412,42,18.8261,39,17.9569,32,15.5569,20,13.5569
test_1_8.txt,255,8,0.3,BST,19,8.31139,18,13.354,19,10.0584,19,9.49804,18,9.94902,13,7.71765,17,13.7137
test_1_8.txt,255,8,0.3,AVL,10,7.19664,9,8.81641,24,18.837,19,15.7769,22,16.4235,19,12.9373,9,6.98824
test_1_8.txt,255,8,0.3,Treap,20,9.71475,21,16.4169,32,13.5617,22,11.6366,26,11.2549,20,9.59608,15,11.4706
test_1_8.txt,255,8,0.3,Splay,45,18.27,28,16.7316,43,22.2148,40,19.0087,39,17.9569,37,15.6235,20,13.5569
test_1_8.txt,255,8,0.4,BST,19,8.35359,18,13.5685,19,10.0964,19,9.57157,18,9.94902,15,7.81569,17,13.7137
test_1_8.txt,255,8,0.4,AVL,10,7.20948,9,8.68987,24,18.9105,19,15.7886,22,16.4235,17,12.9804,9,6.98824
test_1_8.txt,255,8,0.4,Treap,21,9.389,21,16.1808,35,13.185,22,11.2304,26,11.2549,16,8.78431,15,11.4706
test_1_8.txt,255,8,0.4,Splay,45,18.3161,30,16.7766,45,22.0464,44,19.102,39,17.9569,35,15.3961,20,13.5569
test_1_8.txt,255,8,0.5,BST,17,8.3719,17,13.4174,18,10.0588,18,9.56131,18,9.94902,12,7.81569,17,13.7137
test_1_8.txt,255,8,0.5,AVL,10,7.15543,9,8.49987,24,18.902,19,15.7668,22,16.4235,19,12.9843,9,6.98824
test_1_8.txt,255,8,0.5,Treap,21,9.26993,21,15.9476,38,13.3618,22,11.2047,26,11.2549,16,8.80784,15,11.4706
test_1_8.txt,255,8,0.5,Splay,51,18.4573,27,16.852,49,21.9234,42,19.0379,39,17.9569,37,15.1647,20,13.5569
test_1_8.txt,255,8,0.6,BST,18,8.35049,18,13.1988,19,10.0834,18,9.56514,18,9.94902,14,7.69804,17,13.7137
test_1_8.txt,255,8,0.6,AVL,10,7.20392,9,8.74196,24,18.8959,19,15.7806,22,16.4235,17,12.9059,9,6.98824
test_1_8.txt,255,8,0.6,Treap,20,9.27255,21,15.5669,37,13.1492,22,11.1808,26,11.2549,15,9.13333,15,11.4706
test_1_8.txt,255,8,0.6,Splay,51,18.4304,28,16.9057,49,21.9477,47,19.278,39,17.9569,32,15.3451,20,13.5569
test_1_8.txt,255,8,0.7,BST,17,8.39956,18,13.3946,19,10.0657,19,9.50756,18,9.94902,14,7.63137,17,13.7137
test_1_8.txt,255,8,0.7,AVL,10,7.23442,9,8.60346,24,18.9238,19,15.7742,22,16.4235,19,12.9373,9,6.98824
test_1_8.txt,255,8,0.7,Treap,21,9.3244,22,15.6714,33,13.2239,24,11.299,26,11.2549,21,9.99216,15,11.4706
test_1_8.txt,255,8,0.7,Splay,45,18.319,26,16.8945,49,21.9516,46,19.1552,39,17.9569,32,14.7804,20,13.5569
test_1_8.txt,255,8,0.8,BST,16,8.40588,19,14.0086,20,10.1614,18,9.64902,18,9.94902,14,7.8549,17,13.7137
test_1_8.txt,255,8,0.8,AVL,10,7.23431,9,8.57928,24,18.8915,19,15.783,22,16.4235,19,12.9804,9,6.98824
test_1_8.txt,255,8,0.8,Treap,20,9.27614,21,15.8105,35,13.2503,22,11.2399,26,11.2549,20,9.62353,15,11.4706
test_1_8.txt,255,8,0.8,Splay,43,18.3778,27,17.0425,47,22.0225,46,19.2626,39,17.9569,38,15.7373,20,13.5569
test_1_8.txt,255,8,0.9,BST,18,8.21111,18,13.1947,19,9.96834,18,9.45505,18,9.94902,13,7.49804,17,13.7137
test_1_8.txt,255,8,0.9,AVL,10,7.21895,9,8.77085,24,18.8954,19,15.7961,22,16.4235,17,12.8941,9,6.98824
test_1_8.txt,255,8,0.9,Treap,20,9.16471,21,15.628,33,13.2109,23,11.2725,26,11.2549,19,8.80392,15,11.4706
test_1_8.txt,255,8,0.9,Splay,43,18.4837,27,17.0601,49,21.9574,44,19.1784,39,17.9569,32,15.698,20,13.5569
test_1_9.txt,511,9,0.1,BST,22,10.0329,21,16.6057,22,11.8637,22,11.304,21,11.4012,16,9.08415,20,16.4716
test_1_9.txt,511,9,0.1,AVL,11,8.20175,10,9.91761,26,20.9967,21,17.8095,24,18.3268,19,14.8434,10,8.07241
test_1_9.txt,511,9,0.1,Treap,21,10.5217,21,17.779,34,14.4403,22,12.4716,30,13.0176,21,10.4618,17,14.6986
test_1_9.txt,511,9,0.1,Splay,55,21.1052,34,19.7175,57,24.4847,46,21.8043,47,20.9178,48,18.2955,22,16.4012
test_1_9.txt,511,9,0.2,BST,21,9.94084,20,16.2638,21,11.6791,21,11.0884,21,11.4012,15,9.27006,20,16.4716
test_1_9.txt,511,9,0.2,AVL,11,8.21037,10,9.90532,26,20.9126,21,17.8007,24,18.3268,21,14.9785,10,8.07241
test_1_9.txt,511,9,0.2,Treap,24,10.8569,24,18.5677,34,14.7378,24,12.7081,30,13.0176,19,10.3953,17,14.6986
test_1_9.txt,511,9,0.2,Splay,57,21.1102,32,19.5625,55,24.9746,48,21.7003,47,20.9178,40,18.2838,22,16.4012
test_1_9.txt,511,9,0.3,BST,22,9.91529,22,16.0497,23,11.6899,22,11.182,21,11.4012,15,9.02348,20,16.4716
test_1_9.txt,511,9,0.3,AVL,11,8.20324,10,9.86406,26,20.8941,21,17.8156,24,18.3268,21,14.9883,10,8.07241
test_1_9.txt,511,9,0.3,Treap,23,10.7358,23,18.0054,39,14.6975,24,12.671,30,13.0176,20,10.6908,17,14.6986
test_1_9.txt,511,9,0.3,Splay,53,21.166,30,19.6272,49,25.0344,50,21.9376,47,20.9178,40,18.0489,22,16.4012
test_1_9.txt,511,9,0.4,BST,22,9.84431,22,16.2898,23,11.5085,22,10.9643,21,11.4012,16,8.99022,20,16.4716
test_1_9.txt,511,9,0.4,AVL,11,8.20624,10,9.94886,26,20.8927,21,17.8087,24,18.3268,20,14.9198,10,8.07241
test_1_9.txt,511,9,0.4,Treap,28,10.6915,28,18.8033,47,14.6249,27,12.5845,30,13.0176,20,10.2153,17,14.6986
test_1_9.txt,511,9,0.4,Splay,49,21.2002,32,19.6779,55,24.9866,48,22.0189,47,20.9178,42,18.09,22,16.4012
test_1_9.txt,511,9,0.5,BST,20,9.69922,20,15.6007,20,11.4611,21,10.9435,21,11.4012,15,8.99804,20,16.4716
test_1_9.txt,511,9,0.5,AVL,11,8.20789,10,9.90431,26,20.8455,21,17.7834,24,18.3268,21,14.8982,10,8.07241
test_1_9.txt,511,9,0.5,Treap,27,10.6764,26,18.5646,47,14.6034,26,12.5478,30,13.0176,20,10.5969,17,14.6986
