test_case,n,N,alpha,algorithm,search_worst,search_average,usearch_worst,usearch_average,set_key_worst,set_key_average,delete_key_worst,delete_key_average,set_all_worst,set_all_average,delete_all_worst,delete_all_average
test_2_7.txt,128,182,0.7,Cuckoo,2,1.45312,2,2,388,4.76823,2,1.39583,26,4.25781,2,1.48438
test_2_7.txt,128,182,0.7,Coalesced,4,1.45052,4,1.33073,64,10.6953,5,1.75781,9,1.92969,7,1.80469
test_2_7.txt,128,160,0.8,Chained,4,2.38021,4,1.78385,5,2.8099,5,3.39583,4,2.36719,5,3.1875
test_2_7.txt,128,160,0.8,Linear,43,3.3151,56,13.1094,55,13.1901,56,17.5677,45,3.00781,55,5.42188
test_2_7.txt,128,160,0.8,Cuckoo,2,1.40104,2,2,11,3.89323,2,1.45833,330,6.27344,2,1.51562
test_2_7.txt,128,160,0.8,Coalesced,4,1.44271,4,1.33073,71,13.6042,5,1.83333,8,2.01562,6,1.84375
test_2_7.txt,128,142,0.9,Chained,5,2.46094,6,1.9349,6,2.95573,7,3.5625,6,2.50781,5,3.23438
test_2_7.txt,128,142,0.9,Linear,36,3.82031,55,19.3099,55,19.2865,55,24.25,37,3.78125,42,6.04688
test_2_7.txt,128,142,0.9,Cuckoo,2,1.32812,2,2,470,4.75521,2,1.38281,251,5.69531,2,1.42188
test_2_7.txt,128,142,0.9,Coalesced,6,1.57812,6,1.58333,94,19.4714,7,1.82292,12,2.27344,11,1.96094
test_2_7.txt,128,128,1,Chained,6,2.49479,6,1.99479,7,2.97135,7,3.61458,6,2.46875,6,3.27344
test_2_7.txt,128,128,1,Linear,121,7.59896,128,128,128,61.026,246,134.185,110,7.08594,133,10.6172
test_2_7.txt,128,128,1,Cuckoo,2,1.48958,2,2,12,4.39323,2,1.47396,243,5.85938,2,1.47656
test_2_7.txt,128,128,1,Coalesced,4,1.28646,4,1.16667,30,3.05729,5,1.375,14,2.58594,5,1.5
test_2_7.txt,128,85,1.5,Chained,5,2.67188,5,2.5,6,3.53646,6,3.69531,5,2.64844,5,3.25781
test_2_7.txt,128,85,1.5,Linear,21,2.44271,47,10.4661,47,9.78646,47,14.5104,200,6.125,42,4.24219
test_2_7.txt,128,85,1.5,Cuckoo,2,1.44531,2,2,11,3.81771,2,1.4349,355,9.74219,2,1.4375
test_2_7.txt,128,85,1.5,Coalesced,4,1.43229,4,1.32552,69,10.4974,5,1.60677,12,2.63281,7,1.75
test_2_7.txt,128,64,2,Chained,7,2.98958,7,2.96354,8,4.0026,8,4.10417,7,2.96875,7,3.53906
test_2_7.txt,128,64,2,Linear,121,7.61719,128,128,128,61.026,246,134.182,151,9.5625,133,10.6172
test_2_7.txt,128,64,2,Cuckoo,2,1.48958,2,2,12,4.39323,2,1.47396,243,7.28125,2,1.47656
test_2_7.txt,128,64,2,Coalesced,4,1.29688,4,1.16667,30,3.03906,5,1.39062,14,3.10156,7,1.5
test_2_7.txt,128,51,2.5,Chained,7,3.36719,7,3.47656,8,4.52344,8,4.33854,7,3.32031,7,3.53906
test_2_7.txt,128,51,2.5,Linear,10,1.76302,15,3.4401,15,3.61719,15,5.38021,258,10.3906,15,3.35938
test_2_7.txt,128,51,2.5,Cuckoo,2,1.34375,2,2,380,4.56771,2,1.3724,241,7.625,2,1.42969
test_2_7.txt,128,51,2.5,Coalesced,4,1.39323,5,1.2526,56,7.17188,5,1.67188,15,3.17969,7,1.75
test_2_7.txt,128,42,3,Chained,7,3.375,7,4.02865,8,5.08333,8,4.34375,7,3.39062,7,3.625
test_2_7.txt,128,42,3,Linear,15,1.9974,26,6.57292,26,6.40625,26,9.3776,199,8.9375,19,3.72656
test_2_7.txt,128,42,3,Cuckoo,2,1.42188,2,2,14,3.79427,2,1.44271,326,9.28906,2,1.51562
test_2_7.txt,128,42,3,Coalesced,3,1.46875,4,1.40104,81,12.8099,4,1.72135,11,3.30469,5,1.83594
test_2_7.txt,128,36,3.5,Chained,9,3.78125,10,4.63281,11,5.55469,11,4.90885,10,3.89062,8,3.90625
test_2_7.txt,128,36,3.5,Linear,35,2.90885,40,12.4401,40,11.5365,40,14.8516,166,9.07812,34,4.89062
test_2_7.txt,128,36,3.5,Cuckoo,2,1.49219,2,2,12,4.01823,2,1.4974,304,8.16406,2,1.51562
test_2_7.txt,128,36,3.5,Coalesced,3,1.46094,5,1.58333,92,19.3099,4,1.86979,14,3.05469,6,1.9375
test_2_7.txt,128,32,4,Chained,9,3.9375,9,4.94792,10,6.01042,10,5.07812,9,3.92188,8,3.95312
test_2_7.txt,128,32,4,Linear,121,7.61719,128,128,128,61.026,246,134.182,151,10.7812,133,10.6172
test_2_7.txt,128,32,4,Cuckoo,2,1.48958,2,2,12,4.39323,2,1.47396,243,8.125,2,1.47656
test_2_7.txt,128,32,4,Coalesced,4,1.26823,4,1.14323,29,2.83594,5,1.40365,12,3.42969,7,1.5
test_2_8.txt,256,2560,0.1,Chained,4,2.09245,4,1.08594,5,2.09766,5,3.07552,4,2.07812,4,3.03125
test_2_8.txt,256,2560,0.1,Linear,3,1.09896,4,1.10547,5,1.11719,5,2.32161,3,1.08203,5,2.16016
test_2_8.txt,256,2560,0.1,Cuckoo,2,1.25651,2,2,6,3.16667,2,1.23568,4,3.13672,2,1.25
test_2_8.txt,256,2560,0.1,Coalesced,2,1.04818,2,1.0013,11,1.26432,3,1.07292,3,1.08594,3,1.08594
test_2_8.txt,256,1280,0.2,Chained,4,2.14844,4,1.18359,5,2.20573,5,3.14844,4,2.14062,4,3.0625
test_2_8.txt,256,1280,0.2,Linear,5,1.20052,7,1.28776,6,1.31641,7,2.72135,5,1.19531,7,2.3125
test_2_8.txt,256,1280,0.2,Cuckoo,2,1.32552,2,2,6,3.33464,2,1.33333,6,3.22656,2,1.35938
test_2_8.txt,256,1280,0.2,Coalesced,3,1.14974,3,1.02344,34,1.79688,4,1.29688,4,1.28516,4,1.28516
test_2_8.txt,256,853,0.3,Chained,4,2.14062,4,1.28516,5,2.26823,5,3.14323,4,2.14062,5,3.05859
test_2_8.txt,256,853,0.3,Linear,5,1.22396,9,1.55078,8,1.52865,9,3.1237,4,1.21875,8,2.44141
test_2_8.txt,256,853,0.3,Cuckoo,2,1.40495,2,2,10,3.55599,2,1.3737,6,3.27734,2,1.42188
test_2_8.txt,256,853,0.3,Coalesced,3,1.1875,3,1.04688,43,2.33594,4,1.33464,4,1.32812,4,1.32812
test_2_8.txt,256,640,0.4,Chained,4,2.21615,4,1.3776,5,2.39323,5,3.22786,4,2.22266,5,3.08594
test_2_8.txt,256,640,0.4,Linear,6,1.33594,7,1.78646,7,1.78255,7,3.34115,6,1.34375,7,2.5625
test_2_8.txt,256,640,0.4,Cuckoo,2,1.44531,2,2,16,3.87891,2,1.4388,8,3.38281,2,1.46875
test_2_8.txt,256,640,0.4,Coalesced,4,1.25391,3,1.08203,54,3.58854,5,1.45833,5,1.47266,7,1.47266
test_2_8.txt,256,512,0.5,Chained,4,2.29818,4,1.52083,5,2.50521,5,3.26432,4,2.28125,5,3.11719
test_2_8.txt,256,512,0.5,Linear,7,1.46224,10,2.24089,11,2.28385,11,4.0625,8,1.51562,9,2.92578
test_2_8.txt,256,512,0.5,Cuckoo,2,1.50521,2,2,24,5.19661,2,1.49349,14,3.64844,2,1.48828
test_2_8.txt,256,512,0.5,Coalesced,4,1.31771,4,1.14844,65,5.02865,5,1.57422,5,1.53516,7,1.53516
test_2_8.txt,256,426,0.6,Chained,5,2.29427,5,1.55859,5,2.57812,6,3.23828,5,2.27734,6,3.13281
test_2_8.txt,256,426,0.6,Linear,11,1.625,14,2.80859,15,3.11198,15,4.85677,10,1.61328,15,3.05859
test_2_8.txt,256,426,0.6,Cuckoo,2,1.40495,2,2,787,4.59635,2,1.40104,16,3.75,2,1.43359
test_2_8.txt,256,426,0.6,Coalesced,4,1.28646,4,1.17188,76,6.21224,5,1.55078,8,1.58594,6,1.55469
test_2_8.txt,256,365,0.7,Chained,5,2.33333,5,1.69792,6,2.74609,6,3.36849,5,2.35547,6,3.19531
test_2_8.txt,256,365,0.7,Linear,13,1.98698,23,4.89062,23,5.10417,23,7.89714,14,2.00391,22,3.59766
test_2_8.txt,256,365,0.7,Cuckoo,2,1.42969,2,2,10,3.63932,2,1.41667,677,6.79688,2,1.4375
test_2_8.txt,256,365,0.7,Coalesced,5,1.51042,5,1.31771,145,19.0234,6,1.84245,11,2.08984,7,1.89453
test_2_8.txt,256,320,0.8,Chained,6,2.38411,6,1.78646,7,2.83464,7,3.41406,6,2.40625,6,3.17969
test_2_8.txt,256,320,0.8,Linear,46,2.8151,58,10.8372,58,9.82812,58,14.2878,57,2.91797,53,4.70703
test_2_8.txt,256,320,0.8,Cuckoo,2,1.44792,2,2,16,3.88151,2,1.4401,546,5.8125,2,1.46875
test_2_8.txt,256,320,0.8,Coalesced,4,1.47396,4,1.34375,141,24.9818,5,1.75781,9,2.01562,7,1.85938
test_2_8.txt,256,284,0.9,Chained,6,2.40885,6,1.91406,7,2.92578,6,3.40755,6,2.41797,5,3.19531
test_2_8.txt,256,284,0.9,Linear,53,3.55078,90,22.6927,90,21.8372,90,27.4245,52,3.62891,59,5.70703
test_2_8.txt,256,284,0.9,Cuckoo,2,1.48698,2,2,19,4.29557,2,1.49349,477,5.64062,2,1.49219
test_2_8.txt,256,284,0.9,Coalesced,4,1.53776,5,1.55729,199,41.1289,5,1.82422,11,2.30859,6,1.9375
test_2_8.txt,256,256,1,Chained,6,2.54557,6,2.07031,7,3.02995,7,3.48828,6,2.50781,7,3.22656
test_2_8.txt,256,256,1,Linear,220,8.80859,256,256,256,124.978,482,263.971,240,10.1914,257,14.9688
test_2_8.txt,256,256,1,Cuckoo,2,1.5026,2,2,24,5.19661,2,1.49609,515,5.9375,2,1.48828
test_2_8.txt,256,256,1,Coalesced,4,1.29427,4,1.14974,61,4.36068,5,1.49219,16,2.66797,5,1.53516
test_2_8.txt,256,170,1.5,Chained,5,2.69792,6,2.47917,7,3.58724,7,3.72005,6,2.72266,6,3.39844
test_2_8.txt,256,170,1.5,Linear,18,2.11328,28,5.95312,28,6.03385,28,8.89062,424,10.0391,17,3.83203
test_2_8.txt,256,170,1.5,Cuckoo,2,1.47005,2,2,21,4.02474,2,1.4401,668,8.81641,2,1.49219
test_2_8.txt,256,170,1.5,Coalesced,5,1.41797,5,1.35417,130,19.2956,6,1.72917,9,2.66016,9,1.77344
test_2_8.txt,256,128,2,Chained,7,2.92708,7,3.0638,8,3.97526,8,3.91536,7,2.92578,7,3.41016
test_2_8.txt,256,128,2,Linear,220,8.8138,256,256,256,124.978,482,263.97,338,14.2344,257,14.9688
test_2_8.txt,256,128,2,Cuckoo,2,1.5026,2,2,24,5.19661,2,1.49479,515,7.08203,2,1.48828
test_2_8.txt,256,128,2,Coalesced,4,1.30208,4,1.14974,60,4.50521,5,1.51562,16,3.21094,7,1.53516
test_2_8.txt,256,102,2.5,Chained,9,3.2526,9,3.45182,10,4.5651,10,4.28255,9,3.30078,8,3.69531
test_2_8.txt,256,102,2.5,Linear,20,1.68359,24,3.80078,23,3.61198,24,6.45182,508,12.7148,21,3.35156
test_2_8.txt,256,102,2.5,Cuckoo,2,1.44401,2,2,20,3.67318,2,1.42318,757,9.89062,2,1.45703
test_2_8.txt,256,102,2.5,Coalesced,4,1.3112,4,1.22135,86,7.3724,5,1.53385,12,3.10938,5,1.63281
test_2_8.txt,256,85,3,Chained,8,3.42708,8,3.97266,9,5.07552,9,4.39974,8,3.44531,9,3.75391
test_2_8.txt,256,85,3,Linear,18,2.11328,28,5.95312,28,6.03385,28,8.89062,424,12,17,3.83203
test_2_8.txt,256,85,3,Cuckoo,2,1.42057,2,2,13,3.88932,2,1.41927,610,9.35156,2,1.47656
test_2_8.txt,256,85,3,Coalesced,5,1.40755,5,1.35417,130,18.6823,6,1.71354,12,3,9,1.77344
test_2_8.txt,256,73,3.5,Chained,8,3.76953,8,4.56641,9,5.58333,9,4.80599,8,3.75781,8,3.96875
test_2_8.txt,256,73,3.5,Linear,132,6.99089,148,44.4062,148,41.1641,148,51.7839,349,13.8164,137,9.9375
test_2_8.txt,256,73,3.5,Cuckoo,2,1.29948,2,2,927,4.54818,2,1.29688,604,8.71875,2,1.35156
test_2_8.txt,256,73,3.5,Coalesced,6,1.67839,6,1.63281,205,38.4323,7,1.92578,14,3.38672,10,2.10547
test_2_8.txt,256,64,4,Chained,9,3.8737,9,5.02734,10,6.02995,10,4.9388,9,3.90625,10,3.89453
test_2_8.txt,256,64,4,Linear,220,8.8138,256,256,256,124.978,482,263.973,338,15.4727,257,14.9688
test_2_8.txt,256,64,4,Cuckoo,2,1.5026,2,2,24,5.19661,2,1.49479,515,7.79297,2,1.48828
test_2_8.txt,256,64,4,Coalesced,4,1.29557,4,1.14974,60,4.45703,5,1.5,16,3.46875,7,1.53516
test_2_9.txt,512,5120,0.1,Chained,4,2.04557,4,1.09766,4,2.09831,5,3.03385,4,2.04688,5,3.02734
test_2_9.txt,512,5120,0.1,Linear,3,1.04753,5,1.11458,5,1.12174,4,2.20117,3,1.04883,5,2.11523
test_2_9.txt,512,5120,0.1,Cuckoo,2,1.18815,2,2,6,3.16927,2,1.19141,4,3.09766,2,1.25586
test_2_9.txt,512,5120,0.1,Coalesced,3,1.05208,3,1.00391,27,1.24479,4,1.1237,4,1.09961,4,1.09961
test_2_9.txt,512,2560,0.2,Chained,4,2.09375,4,1.20508,5,2.20768,5,3.10026,4,2.10547,5,3.05469
test_2_9.txt,512,2560,0.2,Linear,3,1.10677,6,1.28841,7,1.29102,7,2.50846,4,1.11719,5,2.26562
test_2_9.txt,512,2560,0.2,Cuckoo,2,1.30599,2,2,8,3.3444,2,1.33008,6,3.19922,2,1.37891
test_2_9.txt,512,2560,0.2,Coalesced,3,1.08854,3,1.01562,51,1.78711,4,1.18359,4,1.20312,5,1.20312
test_2_9.txt,512,1706,0.3,Chained,5,2.13932,5,1.31706,6,2.28646,6,3.12435,5,2.13672,5,3.07031
test_2_9.txt,512,1706,0.3,Linear,6,1.22526,9,1.55794,9,1.51628,9,2.97786,5,1.2168,7,2.39062
test_2_9.txt,512,1706,0.3,Cuckoo,2,1.3737,2,2,10,3.54622,2,1.38932,8,3.25391,2,1.44727
test_2_9.txt,512,1706,0.3,Coalesced,3,1.14128,3,1.05273,81,3.75326,4,1.30339,4,1.31836,5,1.31836
test_2_9.txt,512,1280,0.4,Chained,5,2.20312,5,1.41081,6,2.41146,6,3.22852,5,2.22852,5,3.11719
test_2_9.txt,512,1280,0.4,Linear,8,1.34375,12,1.90234,12,1.86914,12,3.50651,10,1.37695,10,2.66602
test_2_9.txt,512,1280,0.4,Cuckoo,2,1.42513,2,2,18,4.36589,2,1.41732,14,3.50586,2,1.46094
test_2_9.txt,512,1280,0.4,Coalesced,4,1.25,4,1.08398,105,4.52669,5,1.41471,5,1.44922,6,1.44922
test_2_9.txt,512,1024,0.5,Chained,5,2.19987,5,1.49219,6,2.50326,6,3.2194,5,2.21875,5,3.11133
test_2_9.txt,512,1024,0.5,Linear,7,1.3444,14,2.2474,13,2.27148,14,3.9082,12,1.38281,13,2.78711
test_2_9.txt,512,1024,0.5,Cuckoo,2,1.48242,2,2,22,4.63281,2,1.47917,12,3.53906,2,1.48438
test_2_9.txt,512,1024,0.5,Coalesced,4,1.29753,4,1.14193,127,7.19531,5,1.48112,5,1.54102,5,1.54102
test_2_9.txt,512,853,0.6,Chained,6,2.29622,6,1.61198,7,2.58138,7,3.28451,6,2.2832,5,3.125
test_2_9.txt,512,853,0.6,Linear,15,1.82812,24,3.31185,24,3.36719,24,5.56901,14,1.79102,16,3.24023
test_2_9.txt,512,853,0.6,Cuckoo,2,1.44141,2,2,11,3.52539,2,1.41471,1469,6.79102,2,1.48438
test_2_9.txt,512,853,0.6,Coalesced,4,1.29818,5,1.21224,162,12.722,6,1.56641,6,1.66211,7,1.63477
test_2_9.txt,512,731,0.7,Chained,4,2.33464,4,1.69792,5,2.69661,5,3.34961,4,2.33203,5,3.16406
test_2_9.txt,512,731,0.7,Linear,30,2.15625,37,5.36133,37,5.25846,37,8.29688,23,2.08984,32,3.83398
test_2_9.txt,512,731,0.7,Cuckoo,2,1.41862,2,2,16,3.75586,2,1.42643,1437,7.22656,2,1.49609
test_2_9.txt,512,731,0.7,Coalesced,5,1.42773,5,1.29557,262,33.8835,6,1.69401,11,1.93555,9,1.76562
test_2_9.txt,512,640,0.8,Chained,6,2.39518,6,1.83464,7,2.8099,7,3.42448,6,2.41406,6,3.20508
test_2_9.txt,512,640,0.8,Linear,30,2.28451,35,8.06185,35,7.76237,35,10.9603,21,2.37109,28,4.30469
test_2_9.txt,512,640,0.8,Cuckoo,2,1.42578,2,2,18,4.36198,2,1.41732,1138,6.04102,2,1.46094
test_2_9.txt,512,640,0.8,Coalesced,5,1.47591,7,1.36458,310,52.2871,6,1.71549,16,2.08594,7,1.82227
test_2_9.txt,512,568,0.9,Chained,5,2.36198,5,1.9043,6,2.91211,6,3.3724,5,2.38672,6,3.19531
test_2_9.txt,512,568,0.9,Linear,67,3.3138,72,17.9844,72,17.7767,72,21.1602,60,3.34961,65,5.61133
test_2_9.txt,512,568,0.9,Cuckoo,2,1.45508,2,2,15,4.25846,2,1.43945,1040,5.87695,2,1.49023
test_2_9.txt,512,568,0.9,Coalesced,5,1.56771,7,1.64128,392,79.8594,6,1.86263,13,2.34766,9,2.01953
test_2_9.txt,512,512,1,Chained,7,2.46029,7,1.99349,8,3.05469,8,3.50326,7,2.48242,6,3.24414
test_2_9.txt,512,512,1,Linear,430,11.3444,512,512,512,254.649,936,523.059,442,10.6152,512,15.6387
test_2_9.txt,512,512,1,Cuckoo,2,1.48177,2,2,22,4.64193,2,1.47852,981,5.88867,2,1.48438
test_2_9.txt,512,512,1,Coalesced,4,1.28906,4,1.14258,128,7.52409,5,1.51497,21,2.67383,5,1.54102
test_2_9.txt,512,341,1.5,Chained,6,2.68815,6,2.46549,7,3.48893,7,3.72786,6,2.69531,6,3.31836
test_2_9.txt,512,341,1.5,Linear,30,2.51693,37,6.95117,37,7.61589,37,10.5846,870,8.63281,33,4.29297
test_2_9.txt,512,341,1.5,Cuckoo,2,1.44076,2,2,12,3.86328,2,1.43685,1144,7.63672,2,1.47266
test_2_9.txt,512,341,1.5,Coalesced,4,1.50716,5,1.40039,297,42.1823,6,1.7181,13,2.85742,7,1.86328
test_2_9.txt,512,256,2,Chained,9,2.93945,9,3.01367,10,4.06315,10,4.05404,9,3.00195,8,3.50977
test_2_9.txt,512,256,2,Linear,430,11.3464,512,512,512,254.649,936,523.048,646,16.2109,512,15.6387
test_2_9.txt,512,256,2,Cuckoo,2,1.48177,2,2,22,4.64062,2,1.47852,981,7.02539,2,1.48438
test_2_9.txt,512,256,2,Coalesced,4,1.27669,4,1.14258,128,7.32617,5,1.47461,21,3.24023,5,1.54102
test_2_9.txt,512,204,2.5,Chained,8,3.2194,8,3.44401,9,4.46289,9,4.21159,8,3.18164,9,3.56641
test_2_9.txt,512,204,2.5,Linear,14,1.74805,23,4.06445,23,3.98047,23,6.36914,977,11.8965,19,3.41406
test_2_9.txt,512,204,2.5,Cuckoo,2,1.39583,2,2,10,3.5957,2,1.40951,1339,9.11328,2,1.44727
test_2_9.txt,512,204,2.5,Coalesced,5,1.37695,5,1.20378,194,15.6947,5,1.56901,18,3.17188,7,1.66992
test_2_9.txt,512,170,3,Chained,10,3.47005,10,4.06185,11,5.00911,11,4.46094,10,3.42383,10,3.66992
test_2_9.txt,512,170,3,Linear,36,2.49219,53,7.97591,53,8.00391,53,11.2552,863,13.6855,41,4.25391
test_2_9.txt,512,170,3,Cuckoo,2,1.46159,2,2,16,3.81185,2,1.44792,1284,9.5,2,1.48438
test_2_9.txt,512,170,3,Coalesced,5,1.43424,5,1.29557,258,32.4635,6,1.64258,18,3.07422,7,1.74414
test_2_9.txt,512,146,3.5,Chained,10,3.78906,10,4.53451,11,5.49609,11,4.83919,10,3.80273,9,3.80859
test_2_9.txt,512,146,3.5,Linear,96,5.1276,118,26.7982,118,25.2122,118,35.724,782,15.9629,92,7.39648
test_2_9.txt,512,146,3.5,Cuckoo,2,1.4362,2,2,17,4.32487,2,1.44987,1034,7.89062,2,1.47461
test_2_9.txt,512,146,3.5,Coalesced,6,1.57357,6,1.58919,407,79.2995,6,1.79948,15,3.31445,10,1.99414
test_2_9.txt,512,128,4,Chained,13,3.87435,13,5.03841,14,6.11003,12,4.98698,13,3.9707,11,3.95312
test_2_9.txt,512,128,4,Linear,430,11.349,512,512,512,254.649,936,523.046,646,18.2324,512,15.6387
test_2_9.txt,512,128,4,Cuckoo,2,1.48177,2,2,22,4.64062,2,1.47852,981,7.59766,2,1.48438
test_2_9.txt,512,128,4,Coalesced,4,1.27669,4,1.14258,128,7.30599,5,1.47005,21,3.51172,6,1.54102
test_2_10.txt,1024,10240,0.1,Chained,4,2.04688,3,1.09635,5,2.10352,5,3.04883,4,2.04785,5,3.02832
test_2_10.txt,1024,10240,0.1,Linear,4,1.04948,4,1.1123,5,1.11849,5,2.20703,4,1.05078,5,2.10645
test_2_10.txt,1024,10240,0.1,Cuckoo,2,1.19629,2,2,6,3.17155,2,1.19108,4,3.09082,2,1.23242
test_2_10.txt,1024,10240,0.1,Coalesced,3,1.06152,3,1.00618,60,1.49284,4,1.12598,4,1.12109,5,1.12109
test_2_10.txt,1024,5120,0.2,Chained,5,2.09408,4,1.19954,5,2.20475,6,3.10514,5,2.10059,5,3.05469
test_2_10.txt,1024,5120,0.2,Linear,6,1.11035,5,1.27474,5,1.27962,7,2.47266,6,1.11719,7,2.23926
test_2_10.txt,1024,5120,0.2,Cuckoo,2,1.33984,2,2,9,3.32812,2,1.32389,6,3.1875,2,1.35645
test_2_10.txt,1024,5120,0.2,Coalesced,3,1.11491,3,1.02441,115,2.7959,4,1.2347,4,1.23438,5,1.23438
test_2_10.txt,1024,3413,0.3,Chained,5,2.16829,5,1.30827,5,2.28516,6,3.19987,5,2.17578,6,3.09082
test_2_10.txt,1024,3413,0.3,Linear,6,1.2526,10,1.56152,11,1.5026,11,3.08496,6,1.26855,9,2.4834
test_2_10.txt,1024,3413,0.3,Cuckoo,2,1.43229,2,2,11,3.55273,2,1.39583,8,3.31152,2,1.4541
test_2_10.txt,1024,3413,0.3,Coalesced,4,1.18262,4,1.06217,167,4.92383,5,1.3252,5,1.34375,6,1.34375
test_2_10.txt,1024,2560,0.4,Chained,6,2.20703,6,1.41113,7,2.41146,7,3.22461,6,2.20703,6,3.10059
test_2_10.txt,1024,2560,0.4,Linear,7,1.31055,13,1.88053,14,1.86556,14,3.42448,7,1.30566,13,2.60449
test_2_10.txt,1024,2560,0.4,Cuckoo,2,1.46126,2,2,20,4.06283,2,1.45801,12,3.43164,2,1.48242
test_2_10.txt,1024,2560,0.4,Coalesced,4,1.2627,4,1.0931,211,7.99805,5,1.41276,5,1.45312,7,1.45312
test_2_10.txt,1024,2048,0.5,Chained,5,2.23145,5,1.50065,6,2.5026,6,3.25228,5,2.23926,5,3.125
test_2_10.txt,1024,2048,0.5,Linear,19,1.43294,20,2.33659,20,2.38477,20,4.18945,15,1.44336,14,2.8125
test_2_10.txt,1024,2048,0.5,Cuckoo,2,1.48047,2,2,30,5.35026,2,1.46257,18,3.61035,2,1.5
test_2_10.txt,1024,2048,0.5,Coalesced,5,1.28646,5,1.14388,249,12.972,6,1.47721,6,1.53125,7,1.53125
test_2_10.txt,1024,1706,0.6,Chained,6,2.30371,6,1.60905,7,2.58626,7,3.30501,6,2.29688,6,3.15234
test_2_10.txt,1024,1706,0.6,Linear,23,1.67839,38,3.63509,38,3.45964,38,5.96126,18,1.66895,28,3.14648
test_2_10.txt,1024,1706,0.6,Cuckoo,2,1.40983,2,2,10,3.54102,2,1.37956,2990,6.95312,2,1.43457
test_2_10.txt,1024,1706,0.6,Coalesced,5,1.35807,5,1.20443,352,24.1911,6,1.58105,9,1.71094,7,1.6582
test_2_10.txt,1024,1462,0.7,Chained,5,2.33984,5,1.71842,6,2.68522,6,3.35319,5,2.32715,6,3.1582
test_2_10.txt,1024,1462,0.7,Linear,28,1.95736,44,5.88965,44,5.85352,44,8.94661,36,1.99707,40,3.71191
test_2_10.txt,1024,1462,0.7,Cuckoo,2,1.43359,2,2,13,3.66439,2,1.4209,2731,7.00781,2,1.45215
test_2_10.txt,1024,1462,0.7,Coalesced,5,1.42285,6,1.27181,458,46.2982,6,1.65788,12,1.87988,9,1.75977
test_2_10.txt,1024,1280,0.8,Chained,6,2.41439,7,1.8099,8,2.81087,8,3.47493,7,2.42285,7,3.20508
test_2_10.txt,1024,1280,0.8,Linear,106,3.16602,143,21.8132,143,20.8441,143,29.2689,120,3.50586,115,5.67188
test_2_10.txt,1024,1280,0.8,Cuckoo,2,1.46061,2,2,20,4.06673,2,1.45671,2145,5.91504,2,1.48242
test_2_10.txt,1024,1280,0.8,Coalesced,5,1.46908,6,1.40137,626,91.3512,6,1.72786,14,2.0957,7,1.85059
test_2_10.txt,1024,1137,0.9,Chained,7,2.47103,7,1.93001,8,2.89258,8,3.51595,7,2.48047,6,3.22754
test_2_10.txt,1024,1137,0.9,Linear,179,4.52995,199,35.9189,199,33.8118,199,42.7357,191,4.97168,174,7.49707
test_2_10.txt,1024,1137,0.9,Cuckoo,2,1.35547,2,2,3571,4.87533,2,1.34212,2064,6.13184,2,1.39648
test_2_10.txt,1024,1137,0.9,Coalesced,7,1.60417,7,1.5778,800,146.668,8,1.90137,21,2.39746,11,2.05176
test_2_10.txt,1024,1024,1,Chained,6,2.44434,6,2.01237,7,3.01497,7,3.48926,6,2.47266,7,3.23047
test_2_10.txt,1024,1024,1,Linear,1005,26.7168,1024,1024,1024,517.654,1952,1055.82,1005,29.1797,1027,33.2207
test_2_10.txt,1024,1024,1,Cuckoo,2,1.48079,2,2,30,5.35026,2,1.46387,2035,6.23438,2,1.5
test_2_10.txt,1024,1024,1,Coalesced,4,1.27702,7,1.15072,250,12.8802,5,1.48145,20,2.71387,7,1.52734
test_2_10.txt,1024,682,1.5,Chained,9,2.77832,9,2.46484,10,3.51367,10,3.82812,9,2.78711,8,3.3916
test_2_10.txt,1024,682,1.5,Linear,38,2.4362,50,8.35612,50,8.13184,50,12.137,1752,14.2861,41,4.33008
test_2_10.txt,1024,682,1.5,Cuckoo,2,1.45052,2,2,14,3.86621,2,1.44661,2365,7.9375,2,1.47363
test_2_10.txt,1024,682,1.5,Coalesced,5,1.4388,5,1.33529,539,66.4788,6,1.74056,12,2.80078,8,1.80273
test_2_10.txt,1024,512,2,Chained,10,2.97559,10,3.01921,11,4.05371,11,4.05436,10,3,8,3.49414
test_2_10.txt,1024,512,2,Linear,1005,26.7178,1024,1024,1024,517.654,1952,1055.82,1221,34.9873,1027,33.2207
test_2_10.txt,1024,512,2,Cuckoo,2,1.48079,2,2,30,5.34961,2,1.46387,2035,7.41699,2,1.5
test_2_10.txt,1024,512,2,Coalesced,4,1.2806,7,1.15072,250,12.9798,5,1.4821,21,3.28027,6,1.52734
test_2_10.txt,1024,409,2.5,Chained,12,3.28125,12,3.45215,13,4.49512,13,4.30631,12,3.30176,12,3.63672
test_2_10.txt,1024,409,2.5,Linear,31,1.88737,33,4.01367,33,3.96061,33,6.74609,2004,21.7422,22,3.46875
test_2_10.txt,1024,409,2.5,Cuckoo,2,1.33757,2,2,4478,4.98926,2,1.33171,2906,9.9502,2,1.26855
test_2_10.txt,1024,409,2.5,Coalesced,5,1.35905,5,1.20378,346,27.8164,6,1.59635,22,3.05078,7,1.64844
test_2_10.txt,1024,341,3,Chained,12,3.45833,12,3.9694,13,4.98665,13,4.53874,12,3.4873,9,3.71973
