test_case,n,N,alpha,algorithm,search_worst,search_average,usearch_worst,usearch_average,set_key_worst,set_key_average,delete_key_worst,delete_key_average,set_all_worst,set_all_average,delete_all_worst,delete_all_average
test_1_4.txt,16,17,0.9,Linear,9,2.14583,17,9.4375,16,6.02083,17,11.0417,9,2.1875,10,4
test_1_4.txt,16,17,0.9,Cuckoo,2,1.47917,2,2,10,4.02083,2,1.45833,52,6.9375,2,1.5
test_1_4.txt,16,17,0.9,Coalesced,3,1.54167,4,1.4375,15,5.35417,3,1.89583,4,2.1875,4,1.9375
test_1_4.txt,16,16,1,Chained,5,2.77083,5,2.20833,6,3.08333,6,3.58333,5,2.6875,6,3.5
test_1_4.txt,16,16,1,Linear,16,3.77083,16,16,16,8.83333,30,19.1042,15,3.875,22,5.6875
test_1_4.txt,16,16,1,Cuckoo,2,1.58333,2,2,11,4.1875,2,1.45833,38,5.75,2,1.5
test_1_4.txt,16,16,1,Coalesced,2,1.35417,3,1.16667,7,1.89583,3,1.54167,9,2.6875,3,1.625
test_1_4.txt,16,10,1.5,Chained,4,2.47917,4,2.5,5,3.35417,5,3.5,4,2.5,4,3.125
test_1_4.txt,16,10,1.5,Linear,8,1.77083,9,3.875,9,3.8125,9,6.16667,24,3.75,8,3.125
test_1_4.txt,16,10,1.5,Cuckoo,2,1.5,2,2,10,5.875,2,1.5,35,6.125,2,1.5
test_1_4.txt,16,10,1.5,Coalesced,4,1.70833,4,1.58333,11,4.66667,5,1.9375,7,2.875,5,2.125
test_1_4.txt,16,8,2,Chained,6,3.3125,6,3.125,7,4.16667,7,4.5625,6,3.4375,7,4
test_1_4.txt,16,8,2,Linear,16,3.79167,16,16,16,8.83333,30,19.125,21,5.5625,22,5.6875
test_1_4.txt,16,8,2,Cuckoo,2,1.58333,2,2,11,4.1875,2,1.45833,38,7.8125,2,1.5
test_1_4.txt,16,8,2,Coalesced,3,1.5,2,1.20833,8,2.625,5,1.875,7,3.125,5,1.8125
test_1_4.txt,16,6,2.5,Chained,5,3.10417,5,2.95833,6,4.52083,6,4.3125,5,3.25,6,3.875
test_1_4.txt,16,6,2.5,Linear,12,2.5,13,4.08333,13,4.625,13,7.02083,30,5.625,11,3.5625
test_1_4.txt,16,6,2.5,Cuckoo,2,1.5625,2,2,62,5.0625,2,1.52083,39,7.3125,2,1.4375
test_1_4.txt,16,6,2.5,Coalesced,2,1.22917,2,1.16667,7,3.22917,3,1.58333,6,2.3125,3,1.5
test_1_4.txt,16,5,3,Chained,5,3.10417,5,4.14583,6,4.79167,6,4.25,5,3.1875,5,3.4375
test_1_4.txt,16,5,3,Linear,8,1.77083,9,3.875,9,3.8125,9,6.16667,24,4.625,8,3.125
test_1_4.txt,16,5,3,Cuckoo,2,1.5625,2,2,62,5.0625,2,1.52083,39,7.3125,2,1.4375
test_1_4.txt,16,5,3,Coalesced,4,1.64583,4,1.58333,13,4.79167,5,1.875,7,3.25,7,2.125
test_1_4.txt,16,4,3.5,Chained,7,3.97917,7,5.04167,8,5.29167,8,5.39583,7,4.25,8,4.5625
test_1_4.txt,16,4,3.5,Linear,16,3.79167,16,16,16,8.83333,30,19.125,21,6.3125,22,5.6875
test_1_4.txt,16,4,3.5,Cuckoo,2,1.58333,2,2,11,4.1875,2,1.45833,38,8.8125,2,1.5
test_1_4.txt,16,4,3.5,Coalesced,3,1.45833,2,1.20833,7,2.47917,5,1.85417,7,3.375,5,1.8125
test_1_4.txt,16,4,4,Chained,7,3.97917,7,5.04167,8,5.29167,8,5.39583,7,4.25,8,4.5625
test_1_4.txt,16,4,4,Linear,16,3.79167,16,16,16,8.83333,30,19.125,21,6.3125,22,5.6875
test_1_4.txt,16,4,4,Cuckoo,2,1.58333,2,2,11,4.1875,2,1.45833,38,8.8125,2,1.5
test_1_4.txt,16,4,4,Coalesced,3,1.45833,2,1.20833,7,2.47917,5,1.85417,7,3.375,5,1.8125
test_1_5.txt,32,320,0.1,Chained,2,2,2,1.08333,3,2.08333,3,3,2,2,3,3
test_1_5.txt,32,320,0.1,Linear,1,1,4,1.11458,2,1.08333,3,2.10417,1,1,3,2.09375
test_1_5.txt,32,320,0.1,Cuckoo,2,1.17708,2,2,4,3.17708,2,1.19792,4,3.0625,2,1.15625
test_1_5.txt,32,320,0.1,Coalesced,1,1,1,1,3,1.22917,1,1,1,1,1,1
test_1_5.txt,32,160,0.2,Chained,3,2.03125,3,1.16667,4,2.22917,4,3.0625,3,2.0625,4,3.03125
test_1_5.txt,32,160,0.2,Linear,2,1.03125,6,1.26042,4,1.26042,6,2.54167,2,1.0625,6,2.375
test_1_5.txt,32,160,0.2,Cuckoo,2,1.29167,2,2,6,3.34375,2,1.25,4,3.125,2,1.3125
test_1_5.txt,32,160,0.2,Coalesced,2,1.16667,2,1.01042,5,1.45833,3,1.25,3,1.25,3,1.25
test_1_5.txt,32,106,0.3,Chained,3,2.03125,3,1.22917,4,2.375,4,3.08333,3,2.0625,4,3.0625
test_1_5.txt,32,106,0.3,Linear,3,1.0625,6,1.38542,6,1.60417,6,2.82292,3,1.09375,4,2.34375
test_1_5.txt,32,106,0.3,Cuckoo,2,1.33333,2,2,7,3.60417,2,1.35417,8,3.28125,2,1.4375
test_1_5.txt,32,106,0.3,Coalesced,2,1.16667,2,1.02083,8,1.8125,3,1.45833,3,1.375,3,1.375
test_1_5.txt,32,80,0.4,Chained,3,2.13542,3,1.375,4,2.4375,4,3.09375,3,2.125,4,3.0625
test_1_5.txt,32,80,0.4,Linear,2,1.15625,7,1.73958,6,1.70833,7,3.20833,2,1.15625,7,2.65625
test_1_5.txt,32,80,0.4,Cuckoo,2,1.54167,2,2,8,3.95833,2,1.45833,6,3.34375,2,1.40625
test_1_5.txt,32,80,0.4,Coalesced,2,1.15625,2,1.08333,7,1.82292,3,1.33333,3,1.375,3,1.375
test_1_5.txt,32,64,0.5,Chained,4,2.20833,5,1.47917,5,2.52083,6,3.39583,5,2.34375,6,3.21875
test_1_5.txt,32,64,0.5,Linear,6,1.38542,11,2.80208,11,2.41667,11,5.40625,6,1.625,8,2.875
test_1_5.txt,32,64,0.5,Cuckoo,2,1.41667,2,2,120,5.21875,2,1.42708,6,3.46875,2,1.53125
test_1_5.txt,32,64,0.5,Coalesced,2,1.125,2,1.05208,5,2.125,3,1.22917,3,1.1875,3,1.1875
test_1_5.txt,32,53,0.6,Chained,4,2.13542,3,1.54167,5,2.63542,5,3.23958,4,2.1875,5,3.15625
test_1_5.txt,32,53,0.6,Linear,4,1.17708,9,2.72917,9,2.76042,9,4.33333,4,1.28125,9,2.71875
test_1_5.txt,32,53,0.6,Cuckoo,2,1.41667,2,2,110,4.69792,2,1.47917,8,3.71875,2,1.4375
test_1_5.txt,32,53,0.6,Coalesced,2,1.16667,2,1.16667,10,3.72917,3,1.41667,3,1.5,3,1.5
test_1_5.txt,32,45,0.7,Chained,3,2.26042,3,1.61458,4,2.78125,4,3.26042,3,2.25,4,3.21875
test_1_5.txt,32,45,0.7,Linear,5,1.44792,11,3.80208,10,3.4375,11,5.10417,5,1.4375,8,2.84375
test_1_5.txt,32,45,0.7,Cuckoo,2,1.45833,2,2,123,4.58333,2,1.45833,22,4.53125,2,1.40625
test_1_5.txt,32,45,0.7,Coalesced,3,1.35417,3,1.32292,17,4.46875,4,1.58333,7,1.8125,5,1.65625
test_1_5.txt,32,40,0.8,Chained,4,2.40625,4,1.83333,5,2.80208,5,3.26042,4,2.3125,4,3.21875
test_1_5.txt,32,40,0.8,Linear,5,1.58333,12,4.58333,12,4.22917,12,6.17708,6,1.65625,9,3.5625
test_1_5.txt,32,40,0.8,Cuckoo,2,1.54167,2,2,110,5.14583,2,1.48958,12,4.375,2,1.40625
test_1_5.txt,32,40,0.8,Coalesced,3,1.19792,3,1.1875,15,4.09375,4,1.45833,6,1.75,4,1.5625
test_1_5.txt,32,35,0.9,Chained,5,2.4375,5,2.14583,6,2.84375,6,3.33333,5,2.375,5,3.3125
test_1_5.txt,32,35,0.9,Linear,13,2.52083,17,8.54167,18,7.20833,17,9.9375,10,2.0625,10,3.6875
test_1_5.txt,32,35,0.9,Cuckoo,2,1.55208,2,2,7,3.77083,2,1.4375,99,6.84375,2,1.59375
test_1_5.txt,32,35,0.9,Coalesced,3,1.32292,3,1.36458,30,10.2812,4,1.71875,12,2.21875,4,1.71875
test_1_5.txt,32,32,1,Chained,5,2.57292,6,1.98958,7,3.08333,7,3.71875,6,2.78125,7,3.53125
test_1_5.txt,32,32,1,Linear,29,4.45833,32,32,32,16.3646,59,36.1042,23,5.0625,32,6.84375
test_1_5.txt,32,32,1,Cuckoo,2,1.41667,2,2,120,5.21875,2,1.42708,79,6.84375,2,1.53125
test_1_5.txt,32,32,1,Coalesced,3,1.40625,3,1.14583,11,2.55208,4,1.51042,6,2.59375,5,1.6875
test_1_5.txt,32,21,1.5,Chained,5,2.70833,5,2.52083,6,3.58333,6,3.64583,5,2.6875,6,3.46875
test_1_5.txt,32,21,1.5,Linear,6,1.76042,13,3.94792,13,4.19792,13,6.05208,43,3.53125,7,3
test_1_5.txt,32,21,1.5,Cuckoo,2,1.46875,2,2,6,3.5625,2,1.36458,100,9.84375,2,1.46875
test_1_5.txt,32,21,1.5,Coalesced,4,1.51042,4,1.25,23,6.35417,5,1.73958,11,2.9375,5,1.9375
test_1_5.txt,32,16,2,Chained,7,3.21875,7,2.98958,8,3.88542,8,4.07292,7,3.25,7,3.90625
test_1_5.txt,32,16,2,Linear,29,4.45833,32,32,32,16.3646,59,36.0417,51,7.5,32,6.84375
test_1_5.txt,32,16,2,Cuckoo,2,1.41667,2,2,120,5.21875,2,1.42708,79,7.9375,2,1.53125
test_1_5.txt,32,16,2,Coalesced,4,1.42708,4,1.1875,11,2.17708,5,1.625,11,3.28125,5,1.78125
test_1_5.txt,32,12,2.5,Chained,6,3.25,6,3.54167,7,4.36458,7,4.09375,6,3.1875,6,3.71875
test_1_5.txt,32,12,2.5,Linear,6,1.64583,12,3.42708,11,3.53125,12,5.89583,67,7.40625,11,3.3125
test_1_5.txt,32,12,2.5,Cuckoo,2,1.5,2,2,107,4.89583,2,1.40625,62,7.25,2,1.4375
test_1_5.txt,32,12,2.5,Coalesced,3,1.41667,3,1.23958,10,4.4375,4,1.55208,7,2.34375,5,1.59375
test_1_5.txt,32,10,3,Chained,6,3.45833,6,4.15625,7,5.08333,7,4.3125,6,3.375,6,3.78125
test_1_5.txt,32,10,3,Linear,5,1.58333,12,4.58333,12,4.22917,12,6.17708,47,5.21875,9,3.5625
test_1_5.txt,32,10,3,Cuckoo,2,1.54167,2,2,110,5.14583,2,1.47917,63,7.8125,2,1.40625
test_1_5.txt,32,10,3,Coalesced,5,1.73958,5,1.54167,26,4.92708,6,2.03125,7,3.21875,7,2.3125
test_1_5.txt,32,9,3.5,Chained,9,3.84375,9,4.16667,10,5.60417,10,4.92708,9,3.96875,8,4.34375
test_1_5.txt,32,9,3.5,Linear,28,3.67708,33,16.4688,31,14.7708,32,20.4583,49,6.28125,31,5.78125
test_1_5.txt,32,9,3.5,Cuckoo,2,1.54167,2,2,110,5.14583,2,1.47917,63,7.8125,2,1.40625
test_1_5.txt,32,9,3.5,Coalesced,7,1.77083,8,1.9375,34,9.71875,7,2.26042,11,3.15625,7,2.3125
test_1_5.txt,32,8,4,Chained,10,4.91667,10,5.20833,11,5.78125,11,5.25,10,4.625,9,4.75
test_1_5.txt,32,8,4,Linear,29,4.46875,32,32,32,16.3646,59,36.0521,51,8.34375,32,6.84375
test_1_5.txt,32,8,4,Cuckoo,2,1.41667,2,2,120,5.21875,2,1.42708,79,8.96875,2,1.53125
test_1_5.txt,32,8,4,Coalesced,3,1.40625,3,1.17708,13,2.57292,4,1.52083,9,3.53125,4,1.65625
test_1_6.txt,64,640,0.1,Chained,3,2.03646,3,1.11458,3,2.08333,4,3.03646,3,2.03125,4,3.01562
test_1_6.txt,64,640,0.1,Linear,2,1.03646,3,1.125,2,1.08854,3,2.17708,2,1.03125,3,2.09375
test_1_6.txt,64,640,0.1,Cuckoo,2,1.17708,2,2,5,3.16146,2,1.16146,4,3.07812,2,1.20312
test_1_6.txt,64,640,0.1,Coalesced,2,1.08854,2,1.01042,7,1.26042,3,1.16667,3,1.15625,3,1.15625
test_1_6.txt,64,320,0.2,Chained,3,2.07812,3,1.18229,4,2.1875,4,3.09896,3,2.07812,4,3.03125
test_1_6.txt,64,320,0.2,Linear,4,1.11979,5,1.26042,4,1.25521,5,2.44271,4,1.10938,4,2.23438
test_1_6.txt,64,320,0.2,Cuckoo,2,1.33854,2,2,6,3.30208,2,1.26562,4,3.125,2,1.42188
test_1_6.txt,64,320,0.2,Coalesced,2,1.10938,2,1.01562,8,1.5625,3,1.1875,3,1.1875,3,1.1875
test_1_6.txt,64,213,0.3,Chained,4,2.27604,4,1.32812,5,2.28125,5,3.22917,4,2.21875,4,3.07812
test_1_6.txt,64,213,0.3,Linear,5,1.43229,6,1.47396,6,1.48438,6,2.85938,4,1.32812,6,2.5
test_1_6.txt,64,213,0.3,Cuckoo,2,1.39062,2,2,6,3.49479,2,1.39583,4,3.23438,2,1.39062
test_1_6.txt,64,213,0.3,Coalesced,3,1.22917,3,1.05208,11,1.73958,4,1.36458,4,1.39062,5,1.39062
test_1_6.txt,64,160,0.4,Chained,4,2.13542,4,1.39583,5,2.44271,5,3.19271,4,2.14062,4,3.03125
test_1_6.txt,64,160,0.4,Linear,4,1.21354,9,1.94792,8,1.875,10,3.63542,4,1.23438,7,2.64062
test_1_6.txt,64,160,0.4,Cuckoo,2,1.51042,2,2,10,3.65625,2,1.39583,6,3.29688,2,1.5
test_1_6.txt,64,160,0.4,Coalesced,3,1.27604,2,1.07812,16,2.36458,4,1.41667,4,1.45312,4,1.45312
test_1_6.txt,64,128,0.5,Chained,4,2.21875,4,1.58333,5,2.44792,5,3.26042,4,2.21875,5,3.14062
test_1_6.txt,64,128,0.5,Linear,7,1.41667,18,3.85938,17,2.60938,18,6.13021,7,1.48438,11,2.96875
test_1_6.txt,64,128,0.5,Cuckoo,2,1.48438,2,2,24,5.08854,2,1.52604,10,3.71875,2,1.5
test_1_6.txt,64,128,0.5,Coalesced,3,1.32812,3,1.13021,17,2.4375,4,1.44271,4,1.46875,5,1.46875
test_1_6.txt,64,106,0.6,Chained,4,2.13021,4,1.55729,4,2.54688,5,3.13021,4,2.15625,4,3.0625
test_1_6.txt,64,106,0.6,Linear,7,1.32812,12,3.13021,12,3.09896,12,4.85417,6,1.34375,8,3.01562
test_1_6.txt,64,106,0.6,Cuckoo,2,1.33854,2,2,9,3.48438,2,1.34896,175,6.03125,2,1.35938
test_1_6.txt,64,106,0.6,Coalesced,3,1.34896,3,1.17188,22,3.6875,4,1.59375,4,1.65625,5,1.64062
test_1_6.txt,64,91,0.7,Chained,4,2.35417,4,1.58333,5,2.65104,5,3.38021,4,2.34375,5,3.1875
test_1_6.txt,64,91,0.7,Linear,13,2.28125,24,6.20833,24,5.14583,24,8.78646,12,2.26562,15,3.79688
test_1_6.txt,64,91,0.7,Cuckoo,2,1.34896,2,2,8,3.74479,2,1.36979,206,7.15625,2,1.3125
test_1_6.txt,64,91,0.7,Coalesced,3,1.29688,3,1.21354,23,5.07812,4,1.54167,6,1.625,5,1.54688
test_1_6.txt,64,80,0.8,Chained,4,2.30208,4,1.79167,5,2.84375,5,3.3125,4,2.26562,4,3.0625
test_1_6.txt,64,80,0.8,Linear,15,2.14062,29,8.72396,29,7.34896,29,10.8281,13,2.03125,21,4.07812
test_1_6.txt,64,80,0.8,Cuckoo,2,1.51042,2,2,10,3.67708,2,1.39062,188,7.04688,2,1.5
test_1_6.txt,64,80,0.8,Coalesced,4,1.57812,4,1.38021,52,12.9583,5,1.79167,15,2.26562,7,1.875
test_1_6.txt,64,71,0.9,Chained,4,2.47396,4,1.94271,5,2.97917,5,3.44271,4,2.42188,5,3.15625
test_1_6.txt,64,71,0.9,Linear,21,2.85938,39,15.0781,39,12.3281,39,17.1875,16,3,29,5
test_1_6.txt,64,71,0.9,Cuckoo,2,1.44271,2,2,10,4,2,1.45833,184,6.60938,2,1.54688
test_1_6.txt,64,71,0.9,Coalesced,5,1.60938,5,1.57292,55,14.4635,6,1.97396,9,2.42188,8,2.0625
test_1_6.txt,64,64,1,Chained,6,2.625,6,2.08333,7,2.94792,7,3.66146,6,2.5625,6,3.35938
test_1_6.txt,64,64,1,Linear,56,5.54167,64,64,64,30.8177,119,69.2865,56,6.125,64,9.21875
test_1_6.txt,64,64,1,Cuckoo,2,1.48438,2,2,24,5.08854,2,1.52604,142,6.23438,2,1.5
test_1_6.txt,64,64,1,Coalesced,3,1.32292,3,1.14062,16,2.625,4,1.54167,15,2.4375,5,1.46875
test_1_6.txt,64,42,1.5,Chained,4,2.69271,4,2.43229,5,3.48438,5,3.63542,4,2.60938,5,3.28125
test_1_6.txt,64,42,1.5,Linear,17,2.08333,28,7.23438,27,6.04688,28,10.7708,105,5.04688,24,4
test_1_6.txt,64,42,1.5,Cuckoo,2,1.48958,2,2,10,3.75521,2,1.44792,192,8.45312,2,1.4375
test_1_6.txt,64,42,1.5,Coalesced,5,1.58333,6,1.38542,41,8.3125,5,1.79688,11,2.76562,6,1.9375
test_1_6.txt,64,32,2,Chained,7,3.20833,7,3.13542,8,4.00521,8,4.24479,7,3.10938,7,3.53125
test_1_6.txt,64,32,2,Linear,56,5.54167,64,64,64,30.8177,119,69.3125,86,9.15625,64,9.21875
test_1_6.txt,64,32,2,Cuckoo,2,1.48438,2,2,24,5.08854,2,1.52604,142,7.92188,2,1.5
test_1_6.txt,64,32,2,Coalesced,3,1.20833,3,1.09375,14,2.53125,4,1.40625,10,3.20312,5,1.46875
test_1_6.txt,64,25,2.5,Chained,8,3.04167,8,3.45312,9,4.56771,9,4.0625,8,3.04688,7,3.5
test_1_6.txt,64,25,2.5,Linear,8,1.75,24,6.06771,22,4.36979,24,8.11979,117,7.98438,18,3.32812
test_1_6.txt,64,25,2.5,Cuckoo,2,1.35938,2,2,8,3.46354,2,1.33854,185,9.65625,2,1.45312
test_1_6.txt,64,25,2.5,Coalesced,3,1.39583,3,1.23438,24,3.95312,4,1.65625,9,2.84375,5,1.65625
test_1_6.txt,64,21,3,Chained,7,3.58854,7,3.93229,8,5,8,4.51042,7,3.46875,7,3.73438
test_1_6.txt,64,21,3,Linear,17,2.08333,28,7.23438,27,6.04688,28,10.7708,105,6.01562,24,4
test_1_6.txt,64,21,3,Cuckoo,2,1.45312,2,2,243,5.33854,2,1.42708,100,8.46875,2,1.48438
test_1_6.txt,64,21,3,Coalesced,6,1.65625,8,1.47396,41,8.90625,6,1.92708,11,3.14062,7,1.98438
test_1_6.txt,64,18,3.5,Chained,7,3.61979,7,4.38542,8,5.56771,8,4.71875,7,3.60938,8,3.9375
test_1_6.txt,64,18,3.5,Linear,37,3.36979,61,28.349,60,24.8958,61,34.7656,106,8.26562,58,6.29688
test_1_6.txt,64,18,3.5,Cuckoo,2,1.44271,2,2,10,4,2,1.45833,184,9.20312,2,1.54688
test_1_6.txt,64,18,3.5,Coalesced,4,1.51562,5,1.39062,44,16.0208,5,1.73438,13,3.0625,6,1.78125
test_1_6.txt,64,16,4,Chained,8,4.05729,8,5.04167,9,5.9375,9,5.05208,8,3.92188,7,3.76562
test_1_6.txt,64,16,4,Linear,56,5.54167,64,64,64,30.8177,119,69.3125,86,10.375,64,9.21875
test_1_6.txt,64,16,4,Cuckoo,2,1.48438,2,2,24,5.08854,2,1.52604,142,8.46875,2,1.5
test_1_6.txt,64,16,4,Coalesced,3,1.15625,4,1.08854,14,2.35938,4,1.40625,11,3.1875,5,1.4375
test_1_7.txt,128,1280,0.1,Chained,3,2.01823,3,1.1224,3,2.07812,4,3.03906,3,2.02344,4,3.00781
test_1_7.txt,128,1280,0.1,Linear,2,1.01823,3,1.13802,3,1.08333,4,2.16406,2,1.02344,4,2.08594
test_1_7.txt,128,1280,0.1,Cuckoo,2,1.1875,2,2,5,3.16667,2,1.16146,4,3.0625,2,1.20312
test_1_7.txt,128,1280,0.1,Coalesced,2,1.00781,2,1.0026,5,1.23958,3,1.04688,3,1.04688,3,1.04688
test_1_7.txt,128,640,0.2,Chained,3,2.09635,3,1.22135,4,2.18229,4,3.05729,3,2.0625,4,3.04688
test_1_7.txt,128,640,0.2,Linear,4,1.10417,5,1.28646,4,1.21875,5,2.32812,4,1.07812,5,2.17969
test_1_7.txt,128,640,0.2,Cuckoo,2,1.33333,2,2,8,3.32031,2,1.30469,6,3.19531,2,1.34375
test_1_7.txt,128,640,0.2,Coalesced,3,1.10417,3,1.01302,11,1.48438,4,1.1849,4,1.21094,4,1.21094
test_1_7.txt,128,426,0.3,Chained,4,2.11198,4,1.30729,4,2.28125,5,3.125,4,2.11719,5,3.08594
test_1_7.txt,128,426,0.3,Linear,4,1.16146,8,1.53646,8,1.48958,8,2.80208,4,1.1875,6,2.39844
test_1_7.txt,128,426,0.3,Cuckoo,2,1.45833,2,2,8,3.59635,2,1.36719,6,3.27344,2,1.45312
test_1_7.txt,128,426,0.3,Coalesced,3,1.20573,2,1.07552,23,2.0651,3,1.34115,4,1.36719,4,1.36719
test_1_7.txt,128,320,0.4,Chained,4,2.22656,4,1.38021,5,2.38281,5,3.20052,4,2.1875,4,3.09375
test_1_7.txt,128,320,0.4,Linear,6,1.36198,7,1.76042,7,1.64583,7,3.14844,6,1.32812,7,2.57031
test_1_7.txt,128,320,0.4,Cuckoo,2,1.46094,2,2,11,3.72396,2,1.46094,8,3.36719,2,1.48438
test_1_7.txt,128,320,0.4,Coalesced,3,1.23177,3,1.0599,22,2.46354,4,1.33594,4,1.39844,5,1.39844
test_1_7.txt,128,256,0.5,Chained,5,2.23958,5,1.52865,6,2.48177,6,3.17448,5,2.19531,5,3.09375
test_1_7.txt,128,256,0.5,Linear,14,1.44271,15,2.6276,15,2.40365,15,4.61198,14,1.42188,9,2.86719
test_1_7.txt,128,256,0.5,Cuckoo,2,1.36719,2,2,430,4.88281,2,1.36458,16,3.78906,2,1.35156
test_1_7.txt,128,256,0.5,Coalesced,4,1.23438,4,1.10156,26,2.7474,5,1.35677,5,1.39062,5,1.39062
test_1_7.txt,128,213,0.6,Chained,4,2.28646,4,1.60677,5,2.57292,5,3.26302,4,2.25781,5,3.16406
test_1_7.txt,128,213,0.6,Linear,7,1.51823,18,3.35156,18,3.04427,18,4.70312,6,1.51562,13,3.02344
test_1_7.txt,128,213,0.6,Cuckoo,2,1.51302,2,2,31,6.50521,2,1.54167,12,3.72656,2,1.53906
test_1_7.txt,128,213,0.6,Coalesced,3,1.36979,3,1.22656,48,5.80469,4,1.64583,5,1.72656,5,1.67969
test_1_7.txt,128,182,0.7,Chained,6,2.33073,6,1.64062,7,2.73177,7,3.29948,6,2.32812,7,3.17969
test_1_7.txt,128,182,0.7,Linear,17,1.9974,21,4.41667,21,4.75521,21,7.06771,20,2.04688,20,3.69531
test_1_7.txt,128,182,0.7,Cuckoo,2,1.44531,2,2,14,3.89323,2,1.40625,320,6.24219,2,1.47656
test_1_7.txt,128,182,0.7,Coalesced,3,1.3724,4,1.27604,59,8.65104,4,1.60156,6,1.85156,5,1.73438
test_1_7.txt,128,160,0.8,Chained,4,2.33333,4,1.7474,5,2.79167,5,3.34635,4,2.32031,5,3.14844
test_1_7.txt,128,160,0.8,Linear,12,1.8724,30,6.74219,30,5.56771,30,8.57031,11,1.89844,25,3.60156
test_1_7.txt,128,160,0.8,Cuckoo,2,1.46354,2,2,11,3.72396,2,1.46615,341,6.65625,2,1.48438
